Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Under load, a multi-agent design must degrade gracefully. What is the sensible reduction?",multiple-choice,The same participants with reduced iteration ceilings for each of them.,,The same participants on a cheaper model tier throughout the run.,,"Fewer participants covering the highest-value parts, with the gap disclosed.",,Queuing the runs until capacity is available to run them in full.,,,,,,3,"Narrowing scope while saying what was not covered keeps each remaining part done properly, which is more useful than every part done badly. Uniformly truncating iterations or reducing tier degrades everything at once without telling anyone. Queuing is right when latency permits it.",D1 Agentic Architecture & Orchestration
Several agent runs are queued and capacity allows only some to proceed. What should determine the order?,multiple-choice,"Their estimated duration, so the shortest complete first and clear the queue.",,"The order they arrived, since that is the fairest arrangement available.",,"Their estimated cost, so the cheapest complete first and clear the queue.",,"What each run is for, since the value of finishing them differs.",,,,,,4,"Scheduling should reflect what the organization needs finished, which means priority attached to the work rather than to its arrival or its size. Shortest-first maximizes throughput at the cost of starving important long runs, and arrival order treats every request as equally urgent.",D1 Agentic Architecture & Orchestration
An agent design is being reviewed and its cost has only been measured per model call. What is missing?,multiple-choice,The cost of the infrastructure hosting the agent's orchestration.,,The cost of the human review the agent's outputs still require.,,"The cost of the tools invoked, which is really billed outside the model calls.",,"The cost of a completed run, which is what the design actually delivers.",,,,,,4,"A per-call figure hides how many calls a run takes, which is the variable a design decision changes. Comparing designs requires cost per completed outcome. Tool, infrastructure and review costs are all real components of the total and none of them is what a per-call measurement specifically obscures.",D1 Agentic Architecture & Orchestration
A plan produced by an agent must be reviewable by an engineer before execution. What makes it reviewable?,multiple-choice,"A short summary, so the reviewer can assess it quickly before approving.",,"Concrete steps naming what will be changed, rather than a description of intent.",,"An estimate of duration, so the reviewer understands the scope involved.",,"A confidence statement, and so the reviewer knows just how much scrutiny to apply.",,,,,,2,"A reviewer needs to see what will actually happen: which files, which records, which operations. A plan stated as intentions cannot be checked against anything. Brevity, confidence and duration all describe the plan without making its effects inspectable, which is the property review depends on.",D1 Agentic Architecture & Orchestration
A subagent returns a finding the coordinator cannot act on because it lacks context. What was wrong with the handoff?,multiple-choice,The subagent was given too narrow a brief to produce a useful finding.,,The finding was returned without what the coordinator needed to use it.,,The subagent used a different model tier from the coordinator's.,,The coordinator's context was too small to hold the subagent's output.,,,,,,2,"A handoff has to carry the finding plus enough surrounding detail for the recipient to act: the source, the qualification, the identifier to follow up. Designing what crosses the boundary is part of designing the delegation. A narrow brief produces a narrow finding rather than an unusable one.",D1 Agentic Architecture & Orchestration
An agent has been given a tool it has never selected across thousands of runs. What does that suggest?,multiple-choice,It is occupying context on every request for no return.,,"Its description is wrong, since a declared tool should be used.",,It should be replaced with a more capable equivalent tool.,,The tasks it serves are not being routed to this agent.,,,,,,1,"An unused declaration is a standing cost paid on every request and a contributor to selection noise, which makes removal the default. Whether the cause is a poor description or a task that never arrives is worth establishing, and either way the surface should not carry it indefinitely.",D1 Agentic Architecture & Orchestration
A tool's results change slowly and it is called frequently. What should the design consider?,multiple-choice,A freshness window during which a cached result is reused.,,"Fewer calls, achieved by instructing the model to call it less often.",,"A batch interface, so several queries are answered in one call.",,"A faster implementation, so the repeated calls cost less time.",,,,,,1,"Where the underlying data changes slowly, serving from a cache within a defined window removes most of the cost and latency without materially affecting correctness. Choosing the window against how fast the data actually moves is the design work. Batching and speed help without removing the repetition.",D2 Tool Design & MCP Integration
A tool wraps an API that returns results across pages. What should the tool expose?,multiple-choice,"The first page only, since the agent rarely needs more than that.",,"The complete result, assembled by following every page before returning.",,"A count of the total, so that the agent can decide whether to request the data.",,"A bounded page with a way to request the next, rather than fetching all pages.",,,,,,4,"Preserving pagination through the tool gives the agent control over how much enters its context and the ability to continue, which is what high-volume interfaces require. Fetching everything can return an unbounded result, and returning only the first page silently truncates.",D2 Tool Design & MCP Integration
A tool is substantially more expensive than the others available. How should that be conveyed?,multiple-choice,"In a rate limit, so it cannot be called more often than the budget allows.",,"Nowhere, since cost is an operational concern rather than a selection one.",,"In its description, so the model can weigh it against the alternatives.",,"In the system prompt, as guidance about when the tool is appropriate.",,,,,,3,"Selection happens from the descriptions, so stating that a tool is expensive and when it is worth it puts the information where the decision is made. A rate limit bounds the damage without informing the choice, and system prompt guidance duplicates in a distant place what belongs on the tool.",D2 Tool Design & MCP Integration
A tool is designed for an agent rather than for a human API consumer. What differs?,multiple-choice,"The tool returns less detail, since the agent needs only a summary.",,"The tool accepts fewer parameters, since the agent supplies less.",,"The tool does more per call, so the agent needs fewer round trips.",,"The tool is faster, since agents are more sensitive to latency.",,,,,,3,"Every round trip costs an iteration and resends the conversation, so tools for agents should be coarser than a well-factored API: one call that answers the question rather than three that assemble it. Detail and parameters follow from the task rather than from the consumer being a model.",D2 Tool Design & MCP Integration
A tool has side effects and its description does not mention them. What is the risk?,multiple-choice,"It is selected too rarely, since its usefulness is not fully described.",,"It is called with incorrect arguments, since its behaviour is unclear.",,"It is called repeatedly, since its effect is not visible in the result.",,"It is selected for exploration, since nothing marks it as consequential.",,,,,,4,"An agent probing what is available will try a tool that reads as harmless, and a description that omits the effect invites exactly that. Saying plainly that the tool changes state, and what it changes, is part of what makes selection safe. Argument errors and repetition are separate description failures.",D2 Tool Design & MCP Integration
"A tool encounters an error the user needs to know about, as distinct from one the agent should handle. What distinguishes them?",multiple-choice,Whether the error originated in the tool or in the system behind it.,,Whether the error is likely to recur on a subsequent attempt.,,Whether the agent has any action available that could resolve it.,,Whether the error occurred before or after the operation took effect.,,,,,,3,"If the agent can correct the call, choose another route or proceed without it, the error belongs to the agent. If nothing it can do will help, the user needs to know rather than receive a run that quietly worked around it. Origin, recurrence and timing all inform handling without drawing this line.",D2 Tool Design & MCP Integration
A tool has a parameter with a sensible default that the model must sometimes override. How should that be expressed?,multiple-choice,"Optional in the schema, with the default and its effect stated in the description.",,"Required in the schema, with the default supplied in an example call.",,"Required in the schema, so the model states the value on every call.",,"Optional well within the schema, with the default applied silently inside the tool.",,,,,,1,"Optionality lets the model omit the parameter when the default is right, and documenting what the default is lets it override deliberately when it is not. A silent default leaves the model unable to reason about behaviour it did not specify, and requiring the value forces a decision on every call.",D2 Tool Design & MCP Integration
Read tools and write tools are declared in one undifferentiated set. What does separating them enable?,multiple-choice,"Better selection accuracy, since in fact the two groups are smaller than one.",,Different permissions and different approval requirements for each group.,,"Clearer descriptions, since each group shares a common purpose.",,"Faster execution, since read tools can be dispatched concurrently.",,,,,,2,"The reason to draw the line is that the two carry different risk: reads can generally proceed freely while writes may need approval, restricted credentials or a bounded phase. Selection, concurrency and description clarity are secondary benefits of an organizing principle whose value is control.",D2 Tool Design & MCP Integration
A server requires initialization before its tools can be used. What should happen when that has not occurred?,multiple-choice,Calls are queued until the server has completed its initialization.,,Calls fail with a message stating what initialization is required.,,"Calls proceed, with the server initializing itself on the first one.",,"Calls are rejected without explanation, since the state is invalid.",,,,,,2,"A specific failure telling the agent what is missing lets it either trigger the setup or report the blocker, which is far more useful than a hang or an opaque rejection. Lazy initialization on first call is often reasonable and is a design choice that has to be explicit rather than assumed.",D2 Tool Design & MCP Integration
An agent's tests need a tool to behave as though it failed. What should the tool interface support?,multiple-choice,A separate test tool that returns failures for the agent to handle.,,"Substitution of the implementation, so failures can be induced deliberately.",,A configuration flag that puts the whole server into a failing mode.,,A parameter that causes the tool to return a failure when it is genuinely set.,,,,,,2,"Testing failure paths requires being able to replace what a tool does without changing the agent, which is what an injectable implementation provides. A failure-inducing parameter or a test-only tool changes the surface the agent sees, which means the tested behaviour is not the production behaviour.",D2 Tool Design & MCP Integration
A tool must return an image the agent needs to interpret. What should the design account for?,multiple-choice,"The image is converted to a description, which is what the agent receives.",,The image cannot be returned as a tool result and must be supplied separately.,,"The image is stored and referenced, since results carry text only.",,"The image occupies context in proportion to its size, so it should be sized.",,,,,,4,"Visual content can be returned and consumes tokens according to its dimensions, so returning a full-resolution image where a smaller one would do is a recurring and avoidable cost. Nothing converts it to a description, and results are not restricted to text.",D2 Tool Design & MCP Integration
A repeated procedure involves several shell steps with no judgment in them. What should it be?,multiple-choice,A hook that performs the steps whenever the relevant point is reached.,,A command that describes the steps for the model to carry out.,,"A script the session runs, rather than steps the model performs each time.",,A skill whose instructions enumerate the steps in the required order.,,,,,,3,"Deterministic work belongs in code, where it is fast, free and identical every time. Asking the model to perform mechanical steps pays tokens for something a script does reliably. A command or skill that invokes the script is the right wrapper, which is different from describing the steps for the model to follow.",D3 Claude Code Configuration & Workflows
A session should be confined to one subdirectory of a large repository. What achieves that most directly?,multiple-choice,Instructing the model to confine its attention to that part of the tree.,,"Starting the session in that directory, so discovery and scope follow from it.",,Removing the other directories from the working copy for the session.,,Denying access to the paths outside it through permission rules.,,,,,,2,"Where a session starts determines which configuration is discovered and what it treats as the working scope, which is the natural mechanism. Permission rules are a stronger control worth adding when the confinement matters for safety, and instructions are advisory.",D3 Claude Code Configuration & Workflows
Hooks are distributed to a team through committed configuration. What does that require of review?,multiple-choice,"Hooks are advisory, and so their review matters less than permission changes.",,"Hooks run only in the session that defines them, limiting their reach.",,Hooks are validated by the harness before they are permitted to run.,,"Hooks execute on every engineer's machine, so they are code under review.",,,,,,4,"A committed hook is code that runs automatically on every teammate's machine, which puts it in the same category as any other executable the repository ships. Reviewing what it does, and what it can reach, is proportionate to that. Nothing validates its behaviour on the team's behalf.",D3 Claude Code Configuration & Workflows
"A plugin is being adopted and it adds commands, agents and hooks at once. What should be examined?",multiple-choice,How many commands and agents it adds to the existing set.,,Whether it is maintained actively by its original authors.,,"What executes automatically, and with what access it does so.",,Whether its naming conflicts with anything already configured.,,,,,,3,"The part of a bundle that changes safety properties is whatever runs without being invoked: hooks, session-start behaviour, anything with permissions attached. That is what review should concentrate on. Naming, size and maintenance are adoption considerations of a different kind.",D3 Claude Code Configuration & Workflows
Two engineers have made conflicting changes to a committed configuration file. What makes that easy to resolve?,multiple-choice,Requiring changes to be made one at a time across the team.,,Establishing an owner who makes all changes to that file.,,Splitting the configuration so unrelated concerns live in separate files.,,"Keeping the file short, so conflicts are less likely to overlap.",,,,,,3,"Conflicts arise because unrelated concerns share a file, and separating them means two people changing different things no longer collide. Single ownership and serialized changes both work by preventing concurrency, which is a heavier cost than the problem warrants.",D3 Claude Code Configuration & Workflows
A workflow change was made to improve review quality. How should the team establish whether it did?,multiple-choice,Check that the change is being used consistently across the team.,,"Count the findings produced, which should rise if quality improved.",,"Compare the same measure before and after, on comparable work.",,Ask the engineers whether the reviews feel more useful than before.,,,,,,3,"Improvement is a comparison and needs one measure applied to comparable work at both points. Finding counts move for reasons unrelated to quality, including noise. Impressions and adoption are useful context and are not measurements of the thing the change was meant to improve.",D3 Claude Code Configuration & Workflows
Documentation generated alongside code drifts out of date within weeks. What addresses the cause?,multiple-choice,Regenerating it as part of the change that alters the code.,,"Reviewing it on a schedule, so drift is caught periodically.",,Reducing it to the parts least likely to change over time.,,"Marking it as generated, so readers treat it with appropriate caution.",,,,,,1,"Documentation that is a separate act from the change will lag, because the change is what people are motivated to complete. Tying regeneration to the change removes the gap. Periodic review catches drift late, and narrowing or disclaiming the content manages the consequence rather than the cause.",D3 Claude Code Configuration & Workflows
A session has accumulated a long history and the current task is unrelated to how it began. What should happen?,multiple-choice,Clear the session's context while keeping the session itself open.,,"Start a new session, since the accumulated context no longer helps.",,Ask for a summary and continue from it within the same session.,,"Continue, since the established context may still prove useful later.",,,,,,2,"Accumulated context is an asset only while it bears on the work. When the task has genuinely changed, earlier turns compete for attention and pull answers toward the previous framing. Summarizing is the right move when the thread is long but the task is unchanged, which is a different situation.",D3 Claude Code Configuration & Workflows
A skill applies only within one service directory of a monorepo. Where should it live?,multiple-choice,"In the root, since skills are selected by relevance rather than location.",,"In each engineer's personal configuration, applied when relevant.",,"In that directory, so it is discovered when work happens there.",,"At the repository root, with an instruction limiting where it applies.",,,,,,3,"Scoping by location means the skill is available where it applies and absent where it does not, which keeps both the surface and the selection accurate. A root-level skill with a caveat is offered everywhere and relies on the model applying the restriction correctly.",D3 Claude Code Configuration & Workflows
Commands and skills across a repository have inconsistent names and engineers cannot find them. What is the fix?,multiple-choice,A single index file listing everything that exists in the repository.,,"A naming convention applied consistently, so the set is predictable.",,"Fewer commands and skills, so the set is small enough to remember.",,"Longer names, so each one describes fully what it does.",,,,,,2,"Predictable naming makes the set discoverable without a lookup, which is what scales as it grows. An index is a useful supplement that goes stale. Reducing the set discards capability to solve a findability problem, and long names help without providing structure.",D3 Claude Code Configuration & Workflows
A team wants to know which configuration a session actually loaded. Why does that matter?,multiple-choice,"Configuration determines the model, which affects the quality of output.",,"Behaviour differs by configuration, and divergence is otherwise unexplainable.",,"Configuration affects cost, which the team needs to attribute correctly.",,"Configuration is committed, so that it should match what the repository contains.",,,,,,2,"When two sessions behave differently on the same repository, the first question is what each of them loaded: a personal setting, a directory-scoped rule, a plugin one engineer installed. Without that, the difference is unattributable. Cost and model selection are consequences rather than the diagnostic need.",D3 Claude Code Configuration & Workflows
A task spans both application code and the configuration governing how sessions behave. What deserves care?,multiple-choice,Configuration changes require a different review process from code changes.,,"Configuration changes affect future sessions, including the one making them.",,Configuration changes should always be committed separately from code.,,Configuration changes cannot be tested before they are committed.,,,,,,2,"Editing the rules a session operates under changes the environment mid-task, which can produce confusing behaviour and makes the change hard to reason about. Being deliberate about when it takes effect is the care required. Separate commits are good practice and a weaker reason than the immediate feedback loop.",D3 Claude Code Configuration & Workflows
A prompt is used both interactively and in a nightly batch. What is likely to need to differ?,multiple-choice,"The instruction itself, since in fact the task differs between the two contexts.",,"The schema, since batch output is consumed programmatically.",,"The examples, since batch inputs differ from interactive ones.",,"The output length and the reasoning budget, which suit different settings.",,,,,,4,"The task is the same and the constraints are not: interactive use favours brevity and low latency, while batch tolerates longer reasoning and fuller output. Parameterizing those while keeping one instruction avoids two prompts drifting apart. Schema and examples follow the task rather than the mode.",D4 Prompt Engineering & Structured Output
A prompt supplies several documents that may disagree. What must the instruction specify?,multiple-choice,"What to do when they conflict, rather than leaving the resolution implicit.",,The order in which the documents should be read by the model.,,That the documents should be summarized before being compared.,,Which document is the most authoritative of those supplied.,,,,,,1,"With no rule for conflict the model picks a reading and presents it as settled, and the disagreement disappears. Whether to prefer the most recent, to report both, or to flag for review is a decision the prompt has to make. Naming an authoritative source is one such rule rather than the general requirement.",D4 Prompt Engineering & Structured Output
An output must be stable across runs because downstream systems diff it. What supports that?,multiple-choice,"A specified ordering and format, so incidental variation is removed.",,A normalization step applied to the output some time after it is produced.,,"A cached result, reused so long as the input has not changed.",,"A lower temperature, which reduces variation between the runs.",,,,,,1,"Most instability in a diffed output is incidental: list order, field order, whitespace, phrasing of unchanged content. Specifying those removes the noise at the source. Lower temperature reduces variation without eliminating it, and caching and post-normalization are useful mechanisms addressing the symptom.",D4 Prompt Engineering & Structured Output
A prompt must continue working when the model version changes. What makes it more portable?,multiple-choice,"More examples, so the behaviour is demonstrated rather than simply described.",,"A shorter prompt, since less text depends on how it is interpreted.",,Explicit requirements rather than reliance on a version's default behaviour.,,"A lower temperature, so the output varies less across the versions.",,,,,,3,"Portability comes from stating what the output must satisfy instead of depending on tendencies that shift between versions: default verbosity, how an edge case is handled, what is assumed. Examples help and are themselves interpreted differently. Length and temperature do not address version dependence.",D4 Prompt Engineering & Structured Output
An output hedges every statement and readers cannot tell what is actually established. What should the prompt specify?,multiple-choice,"When to qualify and when to state plainly, rather than leaving it to judgment.",,"That the output should be shorter, which reduces room for hedging.",,That qualifications should be removed from the output entirely.,,That qualifications should be collected into a separate section.,,,,,,1,"Uniform hedging is as uninformative as none, since the reader cannot distinguish the well-supported from the speculative. Stating the criterion, such as qualifying only where the source is genuinely uncertain, restores the signal. Removing qualifications entirely produces unwarranted confidence.",D4 Prompt Engineering & Structured Output
An extraction must report when the source does not address a required topic. How should that be requested?,multiple-choice,"As an omission of the field, which the consumer interprets as absence.",,"As a failure, so the extraction is routed for human attention.",,"As an explicit value meaning the source is silent, distinct from an empty result.",,As a note in a free text field describing what was not found.,,,,,,3,"Distinguishing not addressed from empty from zero is what lets downstream logic behave correctly, and it requires an explicit representation. Omission is ambiguous with a field the extraction simply missed, free text is not queryable, and treating silence as a failure routes a normal case for review.",D4 Prompt Engineering & Structured Output
A rubric weights some criteria more heavily than others. How should that be expressed?,multiple-choice,"As stated weights with the criteria, so the aggregation is explicit.",,By listing the more important criteria first in the rubric.,,By instructing the model to give some criteria rather more consideration.,,By describing the more important criteria in greater detail.,,,,,,1,"Making weights explicit lets the aggregation be computed rather than inferred, which is what makes scores comparable across runs and reviewers. Ordering, detail and general instruction all signal importance without specifying how much, so the combination differs each time.",D4 Prompt Engineering & Structured Output
A prompt asks for a comparison and the output compares the wrong attributes. What is missing?,multiple-choice,The conclusion the comparison is intended to support.,,The format the comparison should be presented in.,,The relative importance of the items being compared.,,The dimensions the comparison is meant to be made along.,,,,,,4,"A comparison is only defined once its axes are named, and without them the model selects whatever appears salient. Weighting and format both presuppose the dimensions have been settled, and stating the intended conclusion invites the comparison to be constructed to reach it.",D4 Prompt Engineering & Structured Output
Values in an output must carry units and formats the downstream system expects. Where does that belong?,multiple-choice,"In the schema and field descriptions, so the model emits the required form.",,"In the instruction, as a general statement about formats and units.",,In a conversion step applied to the output after it has in fact been produced.,,"In the downstream system, which accepts several forms and normalizes.",,,,,,1,"Specifying the form at the field is what lets the model normalize while it still has the context to interpret an ambiguous source correctly. A downstream converter has only the value and must guess, which is where units are misread and date components transposed. A general instruction is weaker than a per-field constraint.",D4 Prompt Engineering & Structured Output
A constraint agreed early in a long conversation must continue to hold. Where should it be placed?,multiple-choice,"In the most recent turn, restated whenever the conversation is compacted.",,"In the first user turn, where it establishes the terms of the conversation.",,"In the system instruction, which is not subject to conversation compaction.",,"In a tool description, so it is present whenever the tool is considered.",,,,,,3,"Anything in the turn history can be summarized away, and constraints agreed early are exactly what compaction removes. The system instruction sits outside that and is resent unchanged. Restating on every compaction is a manual discipline that fails the first time someone forgets.",D4 Prompt Engineering & Structured Output
A single prompt handles both a well-specified extraction and an open-ended judgment. What is the flaw?,multiple-choice,"Two task types are combined, and the settings that suit each differ.",,"The output schema has in fact in fact to cover both, which makes it larger.",,The prompt is longer than either task requires on its own.,,The examples for one task may be misapplied to the other.,,,,,,1,"Extraction wants low variation and tight constraints; judgment wants reasoning room. One prompt cannot be configured for both, so each is served badly. Splitting lets each have its own settings and schema. Length, schema size and example bleed are consequences of the combination.",D4 Prompt Engineering & Structured Output
An input consistently fails and is retried on every pass through the queue. What does the design need?,multiple-choice,"A larger queue, so the failing input does not block the others behind it.",,"A more capable model, which may succeed where the current one fails.",,A limit after which it is set aside for inspection rather than retried.,,"A longer backoff, so the failing input consumes less capacity over time.",,,,,,3,"An input that always fails will always fail, and retrying it indefinitely consumes capacity and buries the signal. Moving it aside after a bounded number of attempts preserves it for diagnosis while letting the rest of the work proceed. Backoff slows the waste without ending it.",D5 Context Management & Reliability
"A prompt's examples are all drawn from one category of input, and the system handles several. What is the effect?",multiple-choice,Behaviour is tuned to that category and generalizes poorly to the others.,,"Behaviour is unaffected, since examples demonstrate form rather than content.",,Behaviour is improved on that category without any cost to the remaining ones.,,"Behaviour becomes inconsistent, since the examples conflict with the instruction.",,,,,,1,"Examples teach by covering the decision space, so a set drawn from one category demonstrates how that category is handled and leaves the rest to inference. Spanning the categories, particularly at their boundaries, is what produces behaviour that holds across the input distribution rather than on the part that was illustrated.",D4 Prompt Engineering & Structured Output
A run wrote to a system and then failed before recording that it had. What is the consequence on restart?,multiple-choice,"The write is detected by the restart, which resumes after it.",,"The write may be repeated, so it has to be safe to perform twice.",,The write is rolled back automatically whenever the run is restarted.,,"The write is lost, since the run did not complete successfully.",,,,,,2,"The gap between an effect and its record is where duplicate work originates, and the restart cannot know the write happened. Making the operation idempotent is what makes that safe. Nothing rolls it back or detects it unless the design specifically provides for that.",D5 Context Management & Reliability
Consumers occasionally read a record the agent has just written and see the previous value. What is happening?,multiple-choice,The write failed silently and the previous value was never replaced.,,The write and the read were applied in the wrong order by the agent.,,The read was served from a cache the write did not invalidate.,,The read reached a replica that has not yet received the write.,,,,,,4,"A read-after-write anomaly against a replicated store is the ordinary explanation and it is a property of the storage rather than a fault in the agent. Reading from the primary where freshness matters, or waiting for propagation, is the response. A stale cache produces the same symptom through a different mechanism.",D5 Context Management & Reliability
A long-lived agent's memory grows over weeks of operation. What must the design bound?,multiple-choice,How long the agent runs before it is restarted from empty.,,"How much storage is allocated, so the growth has a hard ceiling.",,"How often the memory is written to, which slows the growth.",,"What is retained, on a policy rather than by accumulation.",,,,,,4,"Unbounded memory eventually degrades relevance as much as it consumes resources, since retrieving from it becomes noisier. Deciding what is worth keeping and what expires is the design work. A storage cap converts the problem into a failure, and restarting discards everything including what was valuable.",D5 Context Management & Reliability
A team wants to know their recovery actually works. What establishes it?,multiple-choice,Confirming that the recovery has run successfully in past incidents.,,Reviewing the recovery code against the failures it is meant to cover.,,Testing the components the recovery depends on individually.,,Inducing the failure deliberately and observing the recovery run.,,,,,,4,"Recovery paths are exercised rarely and therefore rot quietly, which makes deliberate injection the only way to know they still work. Review establishes intent, past incidents may have exercised a different path, and component tests do not establish that the whole recovery sequences correctly.",D5 Context Management & Reliability
An incident is over and the team must decide how much to invest in preventing a recurrence. What informs that?,multiple-choice,How long the incident lasted from detection to resolution.,,"What the incident cost, measured rather than estimated from impression.",,How many people were involved in responding to the incident.,,How likely the team believes a recurrence to be in future.,,,,,,2,"Proportionate investment needs the cost on one side, and that means the actual effect: work lost, customers affected, obligations engaged. Duration and headcount are components of it. Perceived likelihood matters and is the least reliable of the inputs when it is not grounded in the measured impact.",D5 Context Management & Reliability
Alerts fire frequently and are routinely dismissed without action. What is the response?,multiple-choice,"Remove or retune the ones nothing is done about, so the rest are read.",,Route them to a channel that is checked less frequently than now.,,Require each alert to be acknowledged before it can be dismissed.,,"Add severity levels, so the important ones can be distinguished.",,,,,,1,"An alert nobody acts on is training people to ignore alerts, which costs more than the alert was ever worth. Deleting or retuning it restores meaning to what remains. Reducing visibility and adding acknowledgement steps preserve the noise while making it harder to ignore, which is the wrong direction.",D5 Context Management & Reliability
A run's partial results are visible to consumers before it completes. What must be established?,multiple-choice,Whether the partial results are produced quickly enough to be useful.,,Whether the partial results are complete enough to be acted on.,,Whether the partial results will be superseded by the final output.,,Whether consumers can distinguish partial results from final ones.,,,,,,4,Exposing intermediate state is workable when consumers know that is what they have; it is dangerous when a partial result is indistinguishable from a finished one and is acted on as final. Marking the state is the requirement. Usefulness and supersession follow once the distinction is visible.,D5 Context Management & Reliability
