Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
Which characteristic most strongly indicates a task needs no agent at all?,multiple-choice,The task is performed frequently enough that its cost per execution matters to the operating budget.,,The task completes quickly enough that the overhead of an agentic loop would be noticeable to the caller.,,"The task has a single tool available to it, so there is no genuine routing decision left to be taken.",,The steps are known in advance and never vary according to the input the task happens to receive.,,,,,,4,"An agent earns its cost when the path through the work depends on what is discovered along the way. A fixed sequence needs no model deciding what comes next, so a chain or plain code is both cheaper and deterministic. Speed, frequency and tool count influence the design but do not by themselves remove the need to decide.",D1 Agentic Architecture & Orchestration
An agent must recall a preference the user stated in a conversation last week. What does that require?,multiple-choice,"Session resumption, which reattaches the prior transcript whenever that same user returns to the system.",,"A larger context window, so that the earlier conversation still fits inside the current request being made.",,"An external store, written to deliberately and read back into the context of the later session.",,"Prompt caching, which retains the earlier turns on the provider's side between one session and the next.",,,,,,3,"Memory across sessions is something the application builds: a decision about what is worth keeping, a store, and a step that reinjects it. Resumption helps only when it is literally the same session, caching is a cost optimization with a short lifetime, and a larger window does nothing for content that was never resent.",D1 Agentic Architecture & Orchestration
A human approval step runs after the tool executes but before its result is shown to the model. What is wrong?,multiple-choice,"The action has already been carried out, so approving it afterwards controls nothing about whether it happens.",,"The model is blocked while waiting, which adds latency to a path that was intended to run without interruption.",,"The approval is recorded after the fact, so the audit trail shows the events in a misleading chronological order.",,"The approver sees the outcome rather than the request, which makes the decision harder to take confidently.",,,,,,1,"A control placed after the effect is theatre: the refund is issued, the record is deleted, the message is sent. Approval has to gate the call itself, which is why interception before execution is the documented placement. The other objections describe genuine inconveniences rather than the failure of the control.",D1 Agentic Architecture & Orchestration
What may a loop legitimately do with a streamed response before the turn completes?,multiple-choice,"Show streamed text to the user, while waiting for the complete turn before executing any tool call.",,Append the partial turn to the conversation so that the next request can be prepared concurrently.,,Begin executing a tool call as soon as its name and first argument have arrived over the stream.,,Decide that the turn has finished once no further content has arrived for a short settling interval.,,,,,,1,"Streaming improves perceived latency for the text a user reads, and that is what it should be used for. Tool execution needs the complete, validated call, so acting on partial arguments risks running an operation the model had not finished specifying. Turn completion is signalled explicitly rather than inferred from a pause.",D1 Agentic Architecture & Orchestration
The same agent behaves differently on identical input a month later. What should have been versioned together?,multiple-choice,"The prompt and the evaluation set, which together establish what behaviour was considered correct at the time.",,"The prompt, the tool definitions and the model identifier, all pinned together as one versioned unit.",,"The orchestration code and its configuration, which govern how the loop sequences each of its iterations.",,"The tool implementations and their backing data, which determine what the agent actually observes at run time.",,,,,,2,"Behaviour is a product of what the model is, what it is told, and what it can call. Any of the three changing shifts the output, so all three have to be pinned as one unit for a comparison to mean anything. Evaluation sets, tool internals and orchestration matter, but they are not what determines the model's decision at a given turn.",D1 Agentic Architecture & Orchestration
Why does an agent's cost rise faster than its iteration count?,multiple-choice,"Each iteration re-declares the full tool set, which is billed separately from the conversation itself.",,Each iteration requires an authorization check against the calling account before it is permitted to proceed.,,Each iteration is charged at a premium rate that reflects the additional orchestration being performed.,,"Each iteration resends the entire conversation that came before it, including every tool result.",,,,,,4,"Because the API is stateless, iteration five carries iterations one through four along with all their tool results. Input tokens therefore grow with every step and the total is quadratic in the iteration count. This is why bounding the loop and trimming verbose tool output are economic decisions as much as quality ones.",D1 Agentic Architecture & Orchestration
"A tool marks a filter parameter as required, and the agent frequently has no value for it. What follows?",multiple-choice,"The agent passes an empty value, which the tool is expected to interpret as no filter being applied.",,"The agent asks the user for the value, since a required parameter cannot be resolved from context alone.",,"The agent supplies some plausible value, since the call is not valid without one being present.",,"The agent omits the call entirely, since it cannot satisfy the schema that the tool has published.",,,,,,3,"Marking a genuinely optional parameter as required forces invention: the model must produce a value to make the call well-formed, and the plausible value it produces silently narrows the result set. Optionality in the schema is what lets the tool distinguish an unfiltered request from a filtered one.",D2 Tool Design & MCP Integration
A tool's timeout parameter is documented only as 'timeout'. What failure does that invite?,multiple-choice,"Values outside the accepted range, since no bounds have been published for the caller to work within.",,"Values omitted entirely, since the caller has no basis on which to choose any particular figure at all.",,"Values copied from an example, since that is the only guidance the description effectively provides.",,"Values supplied in the wrong unit, since seconds and milliseconds are both entirely plausible readings.",,,,,,4,"A parameter description is the model's only specification, and an unqualified duration is ambiguous by a factor of a thousand. Naming the unit is the cheapest correctness fix available in a tool schema. Range and default are also worth stating, but neither produces an error as consequential as a misread unit.",D2 Tool Design & MCP Integration
A status parameter accepts free text and the agent supplies inconsistent variants. What is the schema fix?,multiple-choice,"Reject unrecognized values with an explicit error, so the caller learns which forms the tool will actually accept.",,"Normalize whatever arrives inside the tool, which removes the inconsistency before any query is actually issued.",,"Constrain the parameter to an enumeration of the accepted values, so anything else cannot be expressed.",,Document the accepted values in the parameter's description so that the caller has an explicit list to draw from.,,,,,,3,"An enumeration makes the invalid call impossible to express rather than merely discouraged, which is the difference between a schema constraint and an instruction. Description text, internal normalization and validation errors all still permit the wrong value to be sent and then handled after the fact.",D2 Tool Design & MCP Integration
"A team wants to publish a reusable, parameterized workflow that a user invokes deliberately rather than one the model calls on its own. Which MCP primitive fits?",multiple-choice,"A tool, which the model invokes whenever its description matches what the current request appears to require.",,"A resource, which exposes content the model can read without performing any action against a backing system.",,"A prompt, which is user-initiated: the person selects it and supplies the arguments it declares.",,"A sampling request, which lets the server ask the client's model to complete a task on the server's behalf.",,,,,,3,"The three server primitives differ by who initiates. Prompts are user-initiated templates that take arguments, tools are model-initiated actions, and resources are readable context. A workflow a person chooses to run, with parameters they fill in, is precisely the prompt primitive.",D2 Tool Design & MCP Integration
An MCP server must serve a whole team over the network rather than run as a local process per machine. Which transport fits?,multiple-choice,"HTTP, since a stdio transport requires a separate server process running locally alongside each client.",,"Stdio behind a proxy, which forwards each client's standard streams to the single centrally hosted process.",,"Stdio, configured with a shared working directory so that every client reads from the same underlying location.",,"Either one, since the transport affects only performance and not how the server can be reached by its clients.",,,,,,1,"Stdio launches and speaks to a child process on the same machine, which makes it right for local tooling and wrong for anything shared. A remotely hosted server needs an HTTP transport so many clients can connect to one deployment, which also brings authentication into scope.",D2 Tool Design & MCP Integration
An MCP server requires an API credential. Where does it belong?,multiple-choice,"In the environment that the server process reads, and never in any configuration file that is committed.",,"In the agent's system prompt, so that the model can supply it whenever a call to that server is required.",,"In the tool's parameter schema, so that each individual call carries the credential it needs to authenticate.",,"In the project's configuration file, which is the documented location for a server's connection settings.",,,,,,1,Configuration that is committed is readable by everyone with repository access and lives in history after deletion. Credentials belong in the environment or a secret manager that the configuration references by name. Putting a secret into the prompt or a tool parameter additionally exposes it to the model and to logs.,D2 Tool Design & MCP Integration
"A search tool returns every match, and broad queries crowd out the conversation. What does the schema need?",multiple-choice,"A maximum response size, beyond which the tool returns an error rather than an oversized result set.",,"Limit and offset parameters, so the calling agent can take results a page at a time and return for more.",,"A summarization step, so that the matches are condensed before they are returned to the calling agent.",,"A relevance threshold, so that only matches scoring above a chosen level are included in the response.",,,,,,2,"Pagination gives the caller control over how much enters the context and the ability to go back for more, which is the shape the guidance recommends for high-volume tools. Thresholds and summarization both discard information the agent cannot ask for again, and a hard error leaves a broad query with no usable result at all.",D2 Tool Design & MCP Integration
A destructive bulk tool must be usable by an agent without risking an unintended mass change. Which parameter design helps most?,multiple-choice,"A scheduled delay, during which an operator retains the opportunity to cancel the operation before it runs.",,"A maximum affected-record count, above which the tool declines to carry out the operation it was given.",,A confirmation parameter that the caller must set explicitly before the operation is permitted to proceed.,,"A preview mode that reports exactly what would change, without actually changing any of it yet.",,,,,,4,"A dry run lets the agent and any reviewer see the exact scope before committing, which turns an irreversible guess into an inspectable proposal. Confirmation flags are set as readily as any other parameter, caps only bound the damage, and delays depend on someone watching during the window.",D2 Tool Design & MCP Integration
A new required parameter is added to a tool already in production. What breaks?,multiple-choice,"The model's tool selection, which was calibrated against the description as it stood before the change.",,"Existing callers, whose previously valid calls no longer satisfy the tool's published schema.",,"The tool's own implementation, which now has to handle a value it was not previously written to receive.",,"The audit record, in which calls made before the change lack the field that is now expected to be present.",,,,,,2,"Adding a required field is a breaking change: every call written against the old schema becomes invalid at once. The compatible path is to add it as optional with a defined default, then tighten later if it proves necessary. The other effects are secondary to calls that simply stop being accepted.",D2 Tool Design & MCP Integration
Two MCP servers each expose a tool named search. What does the client need?,multiple-choice,"A merged definition, so that the model sees one tool and the client routes the call to the appropriate server.",,"A precedence rule, so that whichever server was configured first is the one whose tool is offered to the model.",,"A renaming step at configuration time, in which the operator assigns a unique alias to each of the two tools.",,"Server-qualified tool names, so that the two remain distinguishable to the model and the client.",,,,,,4,"Namespacing by server is what keeps identically named tools from colliding, and it is why tool identifiers carry their origin. Silently preferring one server hides a capability, merging two different implementations behind one name produces unpredictable routing, and manual aliasing is what namespacing already does automatically.",D2 Tool Design & MCP Integration
"Tool failures are currently diagnosed only by reading agent transcripts, which is slow. What should exist?",multiple-choice,"A replay facility, so that a recorded transcript can be re-executed against the tool as many times as needed.",,Direct tests of the tool that execute without the model anywhere in the path being exercised.,,A dedicated evaluation set of prompts that reliably provoke the tool into exhibiting the behaviour in question.,,"More verbose logging inside the tool, so that each transcript carries enough detail to explain the failure.",,,,,,2,"A tool is ordinary software and should be testable as such. Exercising it directly separates a tool defect from a selection or prompting problem, and turns a probabilistic reproduction into a deterministic one. Logging, replay and evaluation prompts all still require the model to be in the loop to reach the code under test.",D2 Tool Design & MCP Integration
A setting is defined in both the project's shared configuration and an enterprise-managed policy. Which applies?,multiple-choice,"The project configuration, which is the more specific of the two and therefore takes the higher precedence.",,"Neither, since a conflict between the two layers is reported as an error rather than silently resolved.",,"Whichever was written most recently, since the layers are merged in the order that they were last modified.",,"The enterprise-managed policy, which sits above the other layers and cannot be overridden locally.",,,,,,4,"The precedence order exists so an organization can set floors that a repository cannot lower. Managed policy sits above project configuration, which sits above personal settings. Specificity governs which files are loaded, not which layer wins, and conflicts resolve by precedence rather than by raising an error.",D3 Claude Code Configuration & Workflows
A developer needs a permission that applies only to them and must not reach their teammates. Where does it go?,multiple-choice,"Their personal settings, which apply to every repository that this developer happens to open on their machine.",,"An environment variable set in their shell, which the tool reads at startup and applies for that session only.",,"Their local project settings file, which applies to this repository and is excluded from version control.",,"The project's shared settings file, with a comment recording that it applies to one developer in particular.",,,,,,3,"Local project settings are the layer for per-developer, per-repository choices, and are excluded from version control by design. Shared settings reach the whole team, and personal settings reach every project. The distinction matters for exactly the permission case, where one person's convenience should not become everyone's default.",D3 Claude Code Configuration & Workflows
A tool appears in both an allow rule and a deny rule. What is the outcome?,multiple-choice,"It is allowed, since the more permissive of two matching rules is the one that ends up being applied.",,"It depends on which layer each rule came from, with the higher-precedence layer's rule taking effect.",,"It is denied, because deny rules are evaluated last and take precedence over any matching allow.",,"It prompts, since the conflict is resolved by deferring the decision to the operator at the point of use.",,,,,,3,"Deny is evaluated last and wins unconditionally, which is what makes it usable as a safety control: a broad allow cannot accidentally reopen something a policy has closed. If the more permissive rule or the higher layer could win, a deny rule would guarantee nothing.",D3 Claude Code Configuration & Workflows
"A long mechanical refactor stalls on an approval prompt for every file. What change fits, and what is the trade?",multiple-choice,"Running the work non-interactively, which suppresses the prompts by removing the interactive channel altogether.",,"Auto-accepting edits for this session only, which trades per-file review for the speed it buys.",,"Granting a blanket allow rule for file edits, which removes the prompts permanently across every future session.",,"Raising the number of files handled per turn, which reduces how often an approval prompt is presented at all.",,,,,,2,"Accepting edits automatically is a session-scoped mode chosen deliberately for work whose shape is already understood, and it is reversible the moment the task ends. A permanent allow rule outlives the task, non-interactive execution suppresses prompts by removing oversight entirely, and batching only changes the prompt's frequency.",D3 Claude Code Configuration & Workflows
"Every session on a repository should begin knowing the current sprint's branch conventions, which change weekly. Which mechanism fits?",multiple-choice,A slash command that developers run at the beginning of each session in order to load the current conventions.,,"A line in the project's memory file, updated by whoever changes the conventions at the start of each week.",,A session-start hook that derives and injects the current conventions each time a session opens.,,"A skill whose description mentions branch conventions, so that it is selected whenever they become relevant.",,,,,,3,"A hook that runs at session start derives the value at the moment it is needed, so the context is never stale and nobody has to remember anything. The memory file requires a manual edit every week, the command requires each developer to run it, and a skill is invoked only when the model judges it relevant.",D3 Claude Code Configuration & Workflows
A skill is never selected although its instructions are exactly right for the task. What should be examined first?,multiple-choice,"Its tool declarations, which determine whether the skill is applicable to the task that has been requested.",,"Its instructions, which may be too long for the model to process during the selection step of the process.",,"Its file location, which determines whether the skill is discovered by the session at the time it starts up.",,"Its description, which is the only text the model matches a request against when it selects a skill.",,,,,,4,"Selection happens on the description alone: the body is read only after the skill has been chosen. A description that describes the mechanism rather than the trigger will not match a user's phrasing, however good the instructions are. Location matters for discovery, but a skill that is never discovered is absent rather than passed over.",D3 Claude Code Configuration & Workflows
What does referencing a file by path in a prompt provide over pasting its contents?,multiple-choice,"A record in the transcript of which file was consulted, which pasted content would not preserve as clearly.",,"The version of the file as it stands when the prompt actually runs, rather than a snapshot taken earlier.",,"A smaller request, since the path occupies far fewer tokens than the file's full contents would occupy.",,Access to files that exceed the size a single prompt could otherwise accommodate within its token limit.,,,,,,2,"A path is resolved at execution time, so a reusable command or skill always operates on current content rather than on whatever was true when it was written. That is what makes references correct in stored prompts. The request is not smaller once the file is read, and neither auditability nor size is the primary reason.",D3 Claude Code Configuration & Workflows
A developer works several directories deep in a monorepo. Which memory files apply?,multiple-choice,"Only the one in the working directory, since the nearest file is the most specific and supersedes the others.",,Those in the working directory and in any subdirectory beneath it that the session happens to read from.,,"Only the one at the repository root, since that is where project-wide conventions are expected to be recorded.",,"Those in the working directory together with every parent directory's file, up to the repository root.",,,,,,4,"Memory files are discovered up the tree, so a deeply nested package inherits the repository's conventions and adds its own. This is what makes narrow, path-specific guidance workable without repeating shared rules. Files below the working directory are loaded when their contents become relevant rather than at startup.",D3 Claude Code Configuration & Workflows
"A session has made a series of edits and the engineer wants the working tree as it was before them, without touching git history. What supports that?",multiple-choice,Rewinding the session to one of the checkpoints recorded before the sequence of edits began.,,"Asking the session to reverse each edit in turn, working backwards from the most recent change that was applied.",,"Starting a fresh session, which begins from the repository as it currently stands without the prior edits applied.",,"Discarding the uncommitted changes, which returns the tree to the state of the last commit that was made.",,,,,,1,"Checkpoints record the state at each step of a session precisely so it can be unwound without involving version control. Discarding changes goes back to the last commit rather than to a chosen point, asking the model to reverse its own edits is unreliable, and a new session does not undo anything.",D3 Claude Code Configuration & Workflows
"A skill performs a mechanical, well-specified transformation and runs hundreds of times a day. What does naming a smaller model in its frontmatter buy?",multiple-choice,"Lower cost on each of those runs, for work that does not need what the larger tier provides.",,"Faster completion, which is the principal benefit when a skill is executed at this kind of frequency.",,"More predictable output, since a smaller model varies less on tasks whose specification is already complete.",,"Reduced context consumption, since a smaller model uses a more compact representation of the same input.",,,,,,1,"Tier selection is an economic decision made per unit of work, and a well-specified mechanical transformation is exactly the shape that does not benefit from a larger model. Lower latency usually comes along with it, but the reason to make the choice at this volume is cost. Smaller models are not inherently more consistent, and context accounting does not change.",D3 Claude Code Configuration & Workflows
"A committed project configuration file contains an API token. Beyond rotating the token, what does the fix require?",multiple-choice,Restricting repository access to the team members who legitimately require the credential for their own work.,,"Adding the configuration file to the ignore list, so that future changes to it are no longer committed at all.",,Moving the value into the environment and leaving only a reference that the configuration resolves.,,"Encrypting the value in place, so that the committed file no longer contains the token in readable form.",,,,,,3,"The structural fix is that the secret should never have been in a committed file, so the file must hold a reference the environment resolves. Ignoring the file afterwards leaves the value in history, access restriction narrows exposure without removing it, and in-repository encryption moves the key management problem rather than solving it.",D3 Claude Code Configuration & Workflows
A project memory file has become a description of the codebase's architecture. Why is that a poor use of it?,multiple-choice,It duplicates documentation that already exists elsewhere in the repository for human readers to consult.,,It grows past the length at which a single configuration file remains practical to maintain by hand.,,"It becomes stale as the architecture changes, and nobody is assigned to keep the description current.",,"It spends the context budget on facts the model can read for itself, rather than on rules it cannot infer.",,,,,,4,"Memory is loaded into every session, so its budget should go to things that cannot be discovered: conventions, constraints, decisions and preferences. Structure is already in the files. Staleness and length are genuine consequences, but the primary objection is that the space is being spent on recoverable information.",D3 Claude Code Configuration & Workflows
"A prompt places a customer's message directly after its instructions, and the model occasionally follows text inside that message. What is the first structural fix?",multiple-choice,Filter the message for imperative phrasing before it is inserted into the prompt that will be submitted.,,Add an instruction telling the model to disregard any directions that appear within the customer's message.,,"Move the customer's message into a separate turn, so that it is no longer adjacent to the instruction text.",,Enclose the customer's message in explicit tags and state plainly which part of the prompt is data.,,,,,,4,"Delimiting marks the boundary between instruction and content structurally, so the model can tell what it is being asked to act on from what it is being asked to process. It is necessary but not sufficient, which is why an accompanying instruction helps. Filtering for imperatives is brittle, and turn placement alone does not establish the boundary.",D4 Prompt Engineering & Structured Output
A long source document is placed after the question in a prompt. What does moving it before the question improve?,multiple-choice,"Use of the document itself, which is attended to considerably better when the question follows it.",,"Output length, since a question placed last produces a more tightly scoped response from the model.",,"Cache reuse, since a document placed early forms a stable prefix across the requests that follow it.",,"Token consumption, since the ordering determines how much of the document needs to be included at all.",,,,,,1,"For long inputs the documented ordering is content first, instruction last, which measurably improves how well the material is used. Cache behaviour also favours a stable early block, but that is a separate benefit and only applies when the document repeats across requests. Ordering changes neither token count nor output length.",D4 Prompt Engineering & Structured Output
A response must begin with a JSON object and occasionally opens with a sentence of preamble. Which technique removes the preamble outright?,multiple-choice,Stripping any text preceding the first brace before the response is handed to the downstream parser.,,Providing several examples whose responses each begin immediately with the object and nothing before it.,,"Prefilling the beginning of the assistant's turn with the opening brace, so it continues from there.",,Instructing the model to respond with JSON only and with no surrounding commentary of any kind.,,,,,,3,"Prefilling puts the first tokens into the assistant's turn so the model continues from them and cannot produce a preamble. Instructions and examples reduce the frequency without eliminating it, and stripping text afterwards repairs the symptom while leaving the response shape unreliable.",D4 Prompt Engineering & Structured Output
"A generation must stop as soon as a particular delimiter appears, without relying on the model to stop there. What achieves it?",multiple-choice,A post-processing step that truncates the response at the delimiter before it is passed to anything downstream.,,An instruction stating that nothing should be emitted after the delimiter has been written into the output.,,"A stop sequence set to that delimiter, which halts generation in the decoder rather than the model.",,A maximum token limit chosen so that generation ends at approximately the point the delimiter would appear.,,,,,,3,"A stop sequence is enforced by the decoder: generation halts at the string regardless of what the model intended to continue with, and the tokens after it are never produced or billed. Instructions are advisory, token limits cut at the wrong place, and truncating afterwards still pays for the discarded output.",D4 Prompt Engineering & Structured Output
An extraction pipeline returns different values for the same document across runs. Which setting most directly reduces that?,multiple-choice,A longer prompt with additional guidance about how each of the fields is intended to be populated.,,"A lower sampling temperature, which directly narrows the variation between one run and the next.",,"A larger token budget, which allows the model to work through the document more thoroughly on each run.",,"A more capable model tier, which is less likely to reach different conclusions on repeated readings.",,,,,,2,"Temperature governs how much randomness enters token selection, so lowering it is the direct control over run-to-run variation in a task with one right answer. A better model and clearer instructions raise accuracy, and neither addresses the sampling variability that produces different outputs from identical inputs.",D4 Prompt Engineering & Structured Output
A rule must hold for every request in a deployment. Where does it belong?,multiple-choice,"The first user turn, which establishes the rule at the start of every conversation that is opened.",,"The system prompt, which is the layer that stays constant across every turn of the conversation.",,"A tool description, so that the rule is enforced at the moment the relevant capability is invoked.",,"Each user turn, restated so that the rule remains close to the content it is intended to govern.",,,,,,2,"The system prompt is the durable layer: role, rules and constraints that do not vary with the request. Putting a standing rule in the first user turn makes it subject to summarization, restating it every turn wastes budget and invites drift, and a tool description governs one capability rather than the deployment.",D4 Prompt Engineering & Structured Output
A team inserts the current timestamp at the top of every request. What does that cost them?,multiple-choice,"Cache reuse, since a value that varies puts a different prefix in front of every single request.",,"Context budget, since the additional tokens accumulate across the length of a long running conversation.",,"Determinism, since the varying value gives the model a different input on each request that is issued.",,"Accuracy, since the model may treat the timestamp as material to the question it has been asked to answer.",,,,,,1,"Caching keys on an exact prefix, so anything varying at the top invalidates everything after it and the whole prompt is reprocessed each time. Moving volatile values to the end of the prompt preserves the stable block. The token cost of a timestamp is trivial by comparison.",D4 Prompt Engineering & Structured Output
"A model is asked to reason before answering, and the reasoning is reaching the downstream parser. What is missing?",multiple-choice,An instruction telling the model to keep its reasoning brief so that it does not dominate the response.,,A validation step that rejects any response whose structure does not conform to the expected schema.,,A second call that extracts the answer from the response that the first call has already produced.,,A separation between the reasoning and the portion of the answer that the parser actually reads.,,,,,,4,"Reasoning is useful and should be kept, so the fix is structural: put it in a delimited block the parser ignores, or move the final answer into a tool call whose schema the reasoning cannot leak into. Shortening the reasoning discards the benefit, validation only detects the problem, and a second call pays twice for a formatting issue.",D4 Prompt Engineering & Structured Output
"A prompt lists eight things the model must not do, and violations continue. What is the more effective reformulation?",multiple-choice,"State positively what the output should contain, rather than enumerating what it must not do.",,"Provide an example of a response that violates each prohibition, annotated with an explanation of the problem.",,Rank the eight prohibitions so that the most consequential of them are given clear precedence over the rest.,,"Repeat the prohibitions at the end of the prompt as well, so that they are close to the point of generation.",,,,,,1,"A list of prohibitions describes the complement of the desired output, which leaves the model to infer what is wanted from what is forbidden. Positive specification of the required shape removes the inference. Ordering and repetition adjust emphasis, and negative examples reinforce the framing that is causing the difficulty.",D4 Prompt Engineering & Structured Output
