Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A healthcare software team must guarantee that a patient-support resolution agent always verifies a customer's identity via get_patient before it can call process_billing_adjustment, given the financial risk of skipping this step. Why is a prompt instruction alone not sufficient here?",multiple-choice,"When deterministic compliance is required (like identity verification before financial operations), prompt instructions alone have a non-zero failure rate — programmatic enforcement is needed.",,Prompt instructions are actually stronger guarantees than programmatic enforcement.,,Prompt instructions are always sufficient and no other mechanism is needed.,,This scenario doesn't require any particular ordering at all.,,,,,,1,Prompt-based guidance is probabilistic and has a non-zero failure rate; when deterministic compliance is required — like verifying identity before a financial operation — programmatic enforcement (a hook or prerequisite gate) is needed instead.,D1 Agentic Architecture & Orchestration
"An e-commerce platform team wants to guarantee, not just request, that process_refund can never be called by a returns-support resolution agent until get_customer has returned a verified customer ID. What is the correct implementation?",multiple-choice,A comment in the tool's description reminding the agent of the order.,,Few-shot examples showing the agent calling the verification tool first.,,A programmatic prerequisite that blocks the call to the sensitive tool until the prerequisite step has actually completed.,,A system prompt sentence stating that verification is mandatory before any sensitive operation.,,,,,,3,A programmatic prerequisite (blocking the sensitive tool call until the prerequisite step has actually completed) provides a deterministic guarantee that prompt instructions or examples cannot.,D1 Agentic Architecture & Orchestration
A B2B SaaS platform team wants a PostToolUse hook for an account-support resolution agent to intercept a tool's raw output and reformat it before the model processes it. What is this an example of?,multiple-choice,A prompt-based instruction with no deterministic guarantee.,,A change to the model's own internal training data.,,"A hook pattern that intercepts tool results for transformation before the model sees them, such as normalizing inconsistent data formats.",,An unrelated feature with no connection to tool call handling.,,,,,,3,"PostToolUse hooks can intercept tool results and transform them (e.g., normalizing heterogeneous data formats) before the model processes them — a deterministic mechanism distinct from prompt-based guidance.",D1 Agentic Architecture & Orchestration
"A fintech company's platform team needs to guarantee that a loan-support resolution agent never executes process_adjustment for an amount above $500 without human sign-off, regardless of what the model decides. What is the most reliable mechanism?",multiple-choice,A tool call interception hook that blocks policy-violating calls above the threshold and redirects to an escalation workflow.,,Hoping the model infers the risk from context every time.,,A comment in the code that no one enforces at runtime.,,A system prompt asking the model to be careful with large amounts.,,,,,,1,"A tool call interception hook enforces the threshold deterministically, blocking policy-violating calls and redirecting to escalation — unlike a prompt-level request, which is only probabilistic.",D1 Agentic Architecture & Orchestration
"A healthcare software team is reviewing 35+ files for a patient-support resolution agent and must decide between a fixed sequential pipeline and a dynamic, adaptive decomposition strategy. When is a fixed sequential pipeline (prompt chaining) the better choice?",multiple-choice,Only when there is exactly one file to review.,,"When the review is predictable and multi-aspect, such as analyzing each file individually and then running one cross-file integration pass.",,When the task is genuinely open-ended and the right subtasks can only be discovered as the work proceeds.,,Fixed sequential pipelines should never be used regardless of the task.,,,,,,2,"Prompt chaining (a fixed sequential pipeline) fits predictable, multi-aspect work like per-file analysis followed by a cross-file integration pass — dynamic decomposition instead fits genuinely open-ended investigation.",D1 Agentic Architecture & Orchestration
A returns-support resolution agent for an e-commerce platform team must escalate a mid-process case to a human agent who has no access to the underlying conversation transcript. What should the structured handoff include?,multiple-choice,"A structured summary with the key details the human needs but doesn't have — such as the customer/account identifier, root cause, relevant amounts, and a recommended action.",,"Only the customer's original first message, omitting everything discovered afterward.",,"The full raw conversation transcript with no synthesis, requiring the human to re-read everything from scratch.",,"Nothing beyond a one-line note saying ""please review,"" since the human can ask the customer to repeat everything.",,,,,,1,"A structured handoff should compile the details a human agent needs but doesn't have direct access to — identifiers, root cause, relevant amounts, and a recommended action — rather than a bare note or an unsynthesized full transcript dump.",D1 Agentic Architecture & Orchestration
"A B2B SaaS platform team has two MCP tools for an account-support resolution agent with nearly identical descriptions (e.g., ""retrieves customer information"" vs ""retrieves order details"") and Claude keeps calling the wrong one. What is the root cause and best fix?",multiple-choice,The model is fundamentally incapable of selecting between more than one tool.,,The issue is unrelated to tool descriptions and cannot be fixed through configuration.,,"Tool descriptions are the primary mechanism Claude uses for tool selection; the fix is expanding each description with input formats, example queries, and boundary explanations that clearly differentiate the tools.",,The fix is to remove one of the two tools entirely with no further analysis.,,,,,,3,"Tool descriptions are the primary signal Claude uses for tool selection. Minimal or overlapping descriptions cause unreliable selection; the fix is expanding descriptions with input formats, examples, and boundaries that clearly differentiate similar tools.",D2 Tool Design & MCP Integration
"A fintech company's platform team notices that wording in a loan-support resolution agent's system prompt is unintentionally biasing which tool gets selected, beyond what the tool descriptions themselves specify. What does this illustrate?",multiple-choice,Tool selection is entirely random and unaffected by any text in the request.,,"Keyword-sensitive instructions in the system prompt can create unintended tool associations, so system prompt wording should be reviewed alongside tool descriptions.",,This can only happen if the tool descriptions are literally empty.,,System prompt wording has no effect on tool selection.,,,,,,2,System prompt wording can be keyword-sensitive and create unintended associations with particular tools — reviewing system prompt wording alongside tool descriptions is part of good tool interface design.,D2 Tool Design & MCP Integration
"Process_billing_adjustment for a patient-support resolution agent currently returns a generic ""operation failed"" message on any failure. What is the correct structured error response design?",multiple-choice,Return the raw stack trace from the backend system with no other structure.,,"Keep the generic message, since more detail would only confuse the agent.",,Silently return an empty success response instead of an error.,,"Return structured error metadata such as an errorCategory (transient/validation/business/permission) and an isRetryable flag, plus a human-readable description.",,,,,,4,"Structured error responses — errorCategory, an isRetryable flag, and a human-readable description — let the agent make an appropriate recovery decision. Uniform generic error messages prevent this.",D2 Tool Design & MCP Integration
Lookup_order for a returns-support resolution agent sometimes fails with a transient timeout and sometimes fails because a business rule was violated. Why does it matter that these are reported differently?,multiple-choice,Business errors should always be retried more aggressively than transient errors.,,Only transient errors should ever be surfaced to the agent at all.,,"Transient errors are typically retryable while business-rule violations are not, so distinguishing them (with an isRetryable flag) prevents wasted retry attempts and lets the agent respond appropriately to each case.",,It doesn't matter — all failures should be treated identically by the agent.,,,,,,3,Distinguishing retryable transient failures from non-retryable business-rule violations (via an isRetryable flag and error category) prevents wasted retries and lets the agent respond appropriately to each case.,D2 Tool Design & MCP Integration
A subagent for an account-support resolution agent calls lookup_subscription and gets back zero matching records. How should this be distinguished from an actual access failure like a timeout?,multiple-choice,An access failure should always be silently converted into an empty result.,,They should not be distinguished — both should be reported as generic failures.,,An empty result should always be treated as an access failure requiring retry.,,"A valid empty result (a successful query that legitimately found nothing) should be reported differently from an access failure (like a timeout), so the coordinator can make the correct recovery decision.",,,,,,4,"Distinguishing a valid empty result (successful query, no matches) from an access failure (like a timeout) is essential — conflating them either triggers pointless retries or hides a real failure as if it were a legitimate empty result.",D2 Tool Design & MCP Integration
"A loan-support resolution agent for a fintech company's platform team has been given 18 different tools, many overlapping in purpose, and tool selection has become unreliable. What does the guide's principle on tool distribution recommend?",multiple-choice,Tool count has no relationship to selection reliability.,,The fix is to give every subagent access to every tool for maximum flexibility.,,More tools always improve an agent's capability with no downside.,,Giving an agent access to too many tools degrades tool-selection reliability by increasing decision complexity; scope each agent to only the tools it actually needs for its role.,,,,,,4,"Giving an agent too many tools (e.g., 18 instead of 4-5) degrades tool-selection reliability by increasing decision complexity. Scoped tool access per agent role is the recommended fix.",D2 Tool Design & MCP Integration
"A healthcare software team wants to guarantee a patient-support resolution agent calls a tool on a given turn rather than returning conversational text, without requiring one specific named tool. Which tool_choice setting achieves this?",multiple-choice,"tool_choice: ""auto"", which may still return text instead of a tool call.",,"tool_choice: ""any"", which guarantees a tool call but leaves the model free to choose which tool.",,"Forced tool selection naming one specific tool, which is the only way to guarantee any tool call at all.",,There is no tool_choice setting that can guarantee a tool call.,,,,,,2,"tool_choice: ""any"" guarantees the model calls some tool rather than returning conversational text, while still letting the model pick which tool — distinct from ""auto"" (may return text) or forcing one specific named tool.",D2 Tool Design & MCP Integration
"An e-commerce platform team wants to force a returns-support resolution agent to call one exact, named tool as the very first step of a multi-step extraction before any other tool runs. Which tool_choice configuration is correct?",multiple-choice,"tool_choice: ""auto"".",,There is no way to force a specific tool to run first.,,"tool_choice: ""any"".",,"Forced tool selection naming that specific tool (e.g., {""type"": ""tool"", ""name"": ""...""}).",,,,,,4,"Forced tool selection, naming the specific tool, is how to guarantee that exact tool runs first, before processing subsequent steps in follow-up turns.",D2 Tool Design & MCP Integration
"A B2B SaaS platform team needs an MCP server shared by the whole team working on the billing repo, using a credential that should never be committed to version control. How should this be configured?",multiple-choice,"In project-scoped .mcp.json, using environment variable expansion (e.g., ${{'{'}}GITHUB_TOKEN{{'}'}}) for the credential.",,MCP servers cannot use environment variables at all.,,By hard-coding the credential directly into .mcp.json and committing it to the repo.,,"In a personal, user-scoped configuration that only one developer can use.",,,,,,1,"Shared, team-wide MCP servers belong in project-scoped .mcp.json, with environment variable expansion used for credentials so secrets are never committed to version control.",D2 Tool Design & MCP Integration
A fintech company's platform team wants to try an experimental MCP server for a loan-support resolution agent without affecting the rest of the team working on the payments repo. Where should this experimental server be configured?,multiple-choice,By deleting the project-scoped configuration entirely.,,There is no way to configure a personal-only MCP server.,,"In the user-scoped configuration (e.g., ~/.claude.json), so it's personal/experimental and not shared with the team.",,"In project-scoped .mcp.json, shared with the whole team immediately.",,,,,,3,"Personal or experimental MCP servers belong in the user-scoped configuration, distinct from the project-scoped .mcp.json used for servers shared across the whole team.",D2 Tool Design & MCP Integration
A healthcare software team needs a patient-support resolution agent to find every place in 35+ files of the scheduling repo where a specific function name is called. Which built-in tool fits best?,multiple-choice,"Grep, which searches file contents for patterns like function names or error messages.",,"Glob, which matches file paths by naming pattern, not file contents.",,"Bash, used generically with no advantage over a content-search tool for this task.",,"Edit, which performs targeted modifications using unique text matching.",,,,,,1,"Grep is the tool for searching file contents for patterns like function names or error messages — Glob instead matches file paths by naming pattern, which doesn't fit finding call sites.",D2 Tool Design & MCP Integration
"A new engineer joins an e-commerce platform team and doesn't receive the team's shared coding standards for the checkout repo, even though a teammate insists the standards are configured. What is the most likely cause?",multiple-choice,"The standards were placed in the user-level configuration (e.g., ~/.claude/CLAUDE.md), which applies only to that one user and isn't shared with teammates via version control.",,Project-level CLAUDE.md files never apply to new team members.,,CLAUDE.md files are incapable of holding coding standards.,,"The new engineer's copy of Claude Code is a different, incompatible version.",,,,,,1,User-level CLAUDE.md settings apply only to that individual user and are not shared with teammates via version control — project-level configuration is what's shared with the whole team.,D3 Claude Code Configuration & Workflows
"A B2B SaaS platform team's CLAUDE.md has grown to hundreds of lines covering many unrelated topics for the billing repo, and Claude sometimes misses instructions from specific sections. What is the most maintainable restructuring?",multiple-choice,Convert the whole file into a single custom slash command.,,Duplicate the entire file into every subdirectory of the project.,,"Split the monolithic CLAUDE.md into focused, topic-specific files (e.g., in .claude/rules/) rather than one enormous file.",,"Keep everything in one file but add more headers, with no other structural change.",,,,,,3,"Splitting a monolithic CLAUDE.md into focused, topic-specific files (such as separate files in .claude/rules/) is the maintainable restructuring — duplication or cosmetic header changes don't fix the underlying scale problem.",D3 Claude Code Configuration & Workflows
A fintech company's platform team wants a package-specific standards file to be referenced from the root CLAUDE.md for the payments repo without duplicating its content. What mechanism supports this?,multiple-choice,Copy-pasting the standards file's full content into the root CLAUDE.md.,,"The @import syntax, for referencing external files to keep CLAUDE.md modular.",,Renaming the standards file to CLAUDE.md and placing it at the project root instead.,,There is no way to reference one configuration file from another.,,,,,,2,"The @import syntax lets a CLAUDE.md file reference external files, keeping configuration modular instead of duplicating content across files.",D3 Claude Code Configuration & Workflows
A healthcare software team wants to invoke Claude Code's /memory command while working on the scheduling repo. What is this command used for?,multiple-choice,"Verifying which memory/configuration files are actually loaded, to help diagnose inconsistent behavior across sessions.",,Switching between plan mode and direct execution.,,Installing a new MCP server.,,Permanently deleting all CLAUDE.md files in the project.,,,,,,1,"/memory verifies which configuration/memory files are currently loaded, which is useful for diagnosing inconsistent behavior caused by configuration-hierarchy issues.",D3 Claude Code Configuration & Workflows
An e-commerce platform team wants a custom /review slash command for the checkout repo to be automatically available to every developer the moment they clone the repository. Where should the command file live?,multiple-choice,"Inside the CLAUDE.md file itself, since commands and instructions are stored identically.",,"In the project-scoped .claude/commands/ directory within the repository, so it's version-controlled and shared.",,"In a .claude/config.json file with a commands array, which doesn't exist in Claude Code.",,"In each developer's personal ~/.claude/commands/ directory, configured separately by every individual.",,,,,,2,"Project-scoped custom slash commands belong in the repository's .claude/commands/ directory, which is version-controlled and automatically available to everyone who clones the repo — unlike the personal, per-developer ~/.claude/commands/.",D3 Claude Code Configuration & Workflows
"A B2B SaaS platform team builds a skill for the billing repo that produces very verbose exploratory output, and wants that output isolated from the main conversation. Which SKILL.md frontmatter option achieves this?",multiple-choice,"allowed-tools, which restricts which tools the skill can use but doesn't isolate its context.",,"argument-hint, which only prompts for missing parameters.",,There is no way to isolate a skill's output from the main conversation.,,"context: fork, which runs the skill in an isolated sub-agent context so its output doesn't pollute the main conversation.",,,,,,4,"The context: fork frontmatter option runs a skill in an isolated sub-agent context, preventing its (often verbose) output from polluting the main conversation.",D3 Claude Code Configuration & Workflows
A fintech company's platform team wants a skill's frontmatter to prompt developers for a required parameter whenever they invoke it without providing one. Which SKILL.md frontmatter option does this?,multiple-choice,There is no frontmatter option for this.,,"argument-hint, which prompts for required parameters when the skill is invoked without them.",,"allowed-tools, which restricts tool access during execution.",,"context: fork, which isolates the skill's execution context.",,,,,,2,argument-hint is the frontmatter option that prompts developers for required parameters when a skill is invoked without providing them.,D3 Claude Code Configuration & Workflows
"A healthcare software team has coding conventions in the scheduling repo that only apply to test files, which are scattered throughout many different directories (e.g., alongside the components they test) rather than confined to one folder. What is the most maintainable way to apply these conventions automatically?",multiple-choice,A single root CLAUDE.md section relying on Claude to infer which parts apply to test files.,,"A .claude/rules/ file with YAML frontmatter specifying glob patterns (e.g., **/*.test.tsx) so the rule loads regardless of which directory the file lives in.",,A skill that must be manually invoked before every test file is edited.,,A separate CLAUDE.md file duplicated into every subdirectory containing a test file.,,,,,,2,"Path-specific rules using YAML frontmatter glob patterns apply automatically based on file path/type regardless of directory, which fits conventions scattered across many directories — directory-level CLAUDE.md files can't do this as cleanly.",D3 Claude Code Configuration & Workflows
"An e-commerce platform team is about to restructure 45+ files of the checkout repo into a different architecture, a large-scale change with several valid approaches and real architectural tradeoffs. Which approach should be used?",multiple-choice,Begin in direct execution and only switch to plan mode if something unexpected comes up.,,"Plan mode, to explore the codebase, understand dependencies, and design an approach before making any changes.",,"Direct execution, making incremental changes and letting the right structure emerge as you go.",,Direct execution with exhaustive upfront instructions specifying the exact final structure.,,,,,,2,"Plan mode is designed for exactly this: large-scale changes, multiple valid approaches, and architectural decisions — it enables safe exploration and design before committing to changes, avoiding costly rework.",D3 Claude Code Configuration & Workflows
"A B2B SaaS platform team needs to make one small, well-understood, well-scoped change to the proration-calculation module in the billing repo — for example, adding a single validation check with a clear stack trace pointing to the exact line. Which approach fits best?",multiple-choice,"Direct execution, since the change is simple and well-scoped with no real architectural ambiguity.",,A brand-new subagent dedicated solely to this one-line change.,,"Plan mode, since any code change benefits from a full planning phase first.",,Escalating the change to a separate team entirely.,,,,,,1,"Direct execution is appropriate for simple, well-scoped changes with a clear fix — plan mode's exploration and design phase isn't warranted when there's no real architectural ambiguity.",D3 Claude Code Configuration & Workflows
A fintech company's platform team finds that natural-language descriptions alone produce inconsistent results when asking Claude Code to apply a specific data transformation across the payments repo. What is the most effective way to communicate the expected transformation?,multiple-choice,Providing 2-3 concrete input/output examples that clearly demonstrate the required transformation.,,Avoiding any examples so the model isn't 'biased' toward one pattern.,,Repeating the same prose instruction multiple times in the same message.,,Writing an even longer prose description with more adjectives.,,,,,,1,Concrete input/output examples are the most effective way to communicate an expected transformation when prose descriptions alone are interpreted inconsistently.,D3 Claude Code Configuration & Workflows
"A healthcare software team runs Claude Code non-interactively inside a CI pipeline for the scheduling repo, but the job hangs indefinitely waiting for input. What is the correct fix, and how should structured findings be produced for automated PR comments?",multiple-choice,Add an undocumented --batch flag to the command.,,Set an environment variable that doesn't exist in Claude Code to force non-interactive mode.,,"Redirect an unrelated file into standard input as a workaround, with no flag needed.",,"Add the -p (--print) flag to run non-interactively, and use --output-format json with --json-schema to produce machine-parseable structured findings.",,,,,,4,The -p (--print) flag is the documented way to run Claude Code non-interactively in a pipeline; --output-format json with --json-schema produces machine-parseable structured output suitable for automated PR comments.,D3 Claude Code Configuration & Workflows
"A review prompt for a returns-support resolution agent tells Claude to ""be conservative"" and ""only report high-confidence findings,"" but false positives remain high. What is the likely issue and fix?",multiple-choice,"Vague instructions like ""be conservative"" don't define concrete criteria; the fix is explicit, specific criteria describing exactly which issues to report versus skip.",,The fix is to remove all criteria and let the model decide freely with total freedom.,,The model simply cannot perform review tasks at all.,,Vague instructions are already as precise as prompting can get.,,,,,,1,"General instructions like ""be conservative"" fail to improve precision compared to explicit, concrete criteria defining which issues to report versus skip — vagueness, not model capability, is the actual problem.",D4 Prompt Engineering & Structured Output
A high false-positive category is undermining developer trust in an account-support resolution agent's findings for pull request reviews. What is a reasonable interim fix while the underlying prompt is improved?,multiple-choice,Disable the entire review feature permanently with no plan to re-enable it.,,"Temporarily disable that specific high-false-positive category to restore trust in the categories that remain accurate, while improving the prompt for the disabled category.",,Increase the confidence threshold to 100% for every category simultaneously.,,"Ignore the false positive rate, since developer trust doesn't matter.",,,,,,2,Temporarily disabling a specific high-false-positive category — while continuing to improve the prompt for it — is a reasonable interim step that preserves trust in the categories that are already accurate.,D4 Prompt Engineering & Structured Output
"A fintech company's platform team wants a loan-support resolution agent to handle ambiguous cases consistently, where detailed prose instructions alone produce inconsistent results. What technique is most effective here?",multiple-choice,Removing all examples so the model can decide freely each time.,,Few-shot examples that demonstrate the reasoning for handling 2-4 concrete ambiguous scenarios.,,Asking for the shortest possible response with no reasoning shown.,,A single adjective added to the system prompt describing the desired tone.,,,,,,2,Few-shot examples demonstrating reasoning for a handful of concrete ambiguous scenarios are the most effective way to achieve consistent handling when prose alone isn't enough.,D4 Prompt Engineering & Structured Output
"A healthcare software team wants few-shot examples for a patient-support resolution agent to help it generalize correctly to new, unseen input patterns rather than just matching the exact examples given. What does this reflect about few-shot examples?",multiple-choice,Few-shot examples only work for input patterns that are identical to the examples themselves.,,Few-shot examples have no effect on how the model handles unseen input.,,"More examples always guarantee zero generalization, by design.",,"Few-shot examples enable the model to generalize judgment to novel patterns, not just match pre-specified cases exactly.",,,,,,4,"A key benefit of few-shot examples is that they enable the model to generalize judgment to novel, unseen patterns — not merely match the literal cases shown.",D4 Prompt Engineering & Structured Output
"An e-commerce platform team needs a returns-support resolution agent to return guaranteed schema-compliant structured output, eliminating JSON syntax errors entirely. What is the most reliable approach?",multiple-choice,Lowering max_tokens until the output happens to look like JSON.,,Asking in plain language for 'valid JSON' and hoping the output parses.,,"tool_use with a JSON Schema, which is the most reliable approach for guaranteed schema-compliant structured output.",,Manually rewriting whatever text comes back into JSON after the fact.,,,,,,3,"tool_use with a JSON Schema is the most reliable way to get guaranteed schema-compliant structured output, eliminating syntax errors — though it does not by itself eliminate semantic errors.",D4 Prompt Engineering & Structured Output
"A structured extraction tool for an account-support resolution agent always produces syntactically valid JSON, but a B2B SaaS platform team still finds line items that don't sum to the stated total. What does this indicate?",multiple-choice,"The issue can only be a JSON syntax error, which schemas already exclude.",,"Strict JSON schemas via tool use eliminate syntax errors but do not prevent semantic errors, such as values that don't add up correctly.",,The tool_use mechanism has failed completely and should be abandoned.,,This is impossible if tool_use with a JSON Schema is being used correctly.,,,,,,2,"Strict JSON schemas eliminate syntax errors but not semantic ones — a syntactically valid response can still contain values that are logically inconsistent, like line items that don't sum to the stated total.",D4 Prompt Engineering & Structured Output
A fintech company's platform team is designing a schema for extracting loan agreements where a required field may genuinely be absent from some source documents. What schema design choice prevents the model from fabricating a value to satisfy the field?,multiple-choice,"Using an enum with no ""other"" option to force a limited answer.",,Making the field required and non-nullable so the model is forced to always produce something.,,"Making the field optional/nullable, so the model can correctly return null instead of inventing a value.",,Removing the field from the schema entirely so it's never extracted.,,,,,,3,Designing genuinely-sometimes-absent fields as optional/nullable lets the model correctly return null rather than fabricating a plausible-looking value just to satisfy a required field.,D4 Prompt Engineering & Structured Output
"An extraction pipeline for a patient-support resolution agent fails Pydantic validation because a required piece of information is genuinely absent from the source document, not malformed. Will a retry-with-error-feedback loop fix this?",multiple-choice,"No — retries are effective for format/structural errors, but not when the required information is simply absent from the source; no amount of retrying invents information that isn't there.",,Yes — retries always eventually succeed regardless of the cause of failure.,,Retries only work for validation errors and never for any other kind of failure.,,"This scenario is identical to a JSON syntax error, which retries always fix.",,,,,,1,"Retry-with-error-feedback is effective for format or structural errors, but is powerless when information is genuinely absent from the source — no retry count invents data that was never present.",D4 Prompt Engineering & Structured Output
An e-commerce platform team wants to track which specific code patterns in vendor contracts extraction most often lead to developers dismissing a finding as a false positive. What design supports this analysis?,multiple-choice,"Adding a detected_pattern field to structured findings, enabling systematic analysis of dismissal patterns over time.",,Deleting dismissed findings immediately so no analysis is possible later.,,"Not tracking anything, since dismissal patterns can't be analyzed systematically.",,Only tracking the total count of dismissals with no other detail.,,,,,,1,A detected_pattern field on structured findings enables systematic analysis of which patterns most often correlate with dismissals — supporting targeted prompt improvement.,D4 Prompt Engineering & Structured Output
"A B2B SaaS platform team is deciding whether to route two different workloads through the Message Batches API for an account-support resolution agent: (1) an overnight audit report over compliance reports, and (2) a blocking check that must complete before a transaction proceeds. What is the correct call?",multiple-choice,"Use the Message Batches API for the overnight audit report; keep the blocking transaction check on a real-time call, since batches offer no guaranteed latency SLA.",,"Keep both workloads on real-time calls, since the Message Batches API is never appropriate for scheduled workloads.",,"Use the Message Batches API for both, since its 50% cost savings always outweighs latency concerns.",,Use the Message Batches API for the blocking check and a real-time call for the overnight report.,,,,,,1,"The Message Batches API offers cost savings but no guaranteed latency SLA (up to a 24-hour window) — ideal for a latency-tolerant overnight report, but wrong for a blocking check that must complete before a transaction proceeds.",D4 Prompt Engineering & Structured Output
