Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A deadline applies to a whole agent run containing several sequential steps. How should it be enforced?,multiple-choice,Each step receives the allowance measured for it during previous runs.,,"Each step receives the time remaining, rather than a fixed allowance of its own.",,"Each step receives an equal share of the deadline, computed before the run begins.",,"The run is terminated when the deadline passes, wherever it happens to be.",,,,,,2,"Propagating the remaining budget lets a step that would overrun be shortened or skipped, and it accounts for earlier steps running long or short. Fixed shares waste time when a step finishes early and fail when one overruns. Terminating at the deadline meets it while discarding all the work in progress.",D1 Agentic Architecture & Orchestration
A design must choose between a subagent and a tool for a self-contained piece of work. What favours the subagent?,multiple-choice,"The work needs its own reasoning and context, not just an operation performed.",,"The work is expensive, and a subagent's cost can readily be attributed separately.",,"The work is slow, and a subagent can be run concurrently with other steps.",,"The work is complex, and a subagent's prompt can describe it more fully.",,,,,,1,"A tool performs an operation; a subagent reasons over its own context toward a goal. The distinction is whether judgment is required rather than how large or slow the work is. Tools can be slow and expensive too, and both can run concurrently, so those properties do not decide it.",D1 Agentic Architecture & Orchestration
Several subagents need to see a large shared document. What is the efficient arrangement?,multiple-choice,Have the coordinator summarize it once and pass the summary to each.,,"Include the document in each subagent's context, so all of them have it.",,Have the first subagent read it and pass its contents to the others.,,Give each a reference to it and let each read the portion it needs.,,,,,,4,"Passing a reference keeps each participant's context sized to what it actually uses, which is the whole reason to divide the work. Duplicating the document pays for it once per subagent, a summary discards the detail some of them need, and chaining it through one subagent serializes work that should run in parallel.",D1 Agentic Architecture & Orchestration
An agent's actions must be reconstructable for a compliance review months later. What must be retained?,multiple-choice,"Each action taken, its arguments, its outcome and the identity it acted under.",,"The prompt and configuration in force, from which behaviour can be derived.",,"The final output of each run, together with the request that initiated it.",,"Aggregate counts of actions by type, sufficient to characterize the activity.",,,,,,1,"A compliance review asks what was done to a particular record by whom, which requires the per-action record with its authorization context. Outputs and configuration describe the system rather than the events, and aggregates cannot answer a question about a specific case.",D1 Agentic Architecture & Orchestration
A design separates the phase that reads and plans from the phase that writes. What does that buy?,multiple-choice,"Simpler error handling, since reads do not need to be compensated.",,A point where the plan can be reviewed before any effect occurs.,,"Parallelism, since the reads can be issued concurrently with the writes.",,"A reduction in cost, since the reading phase can use a cheaper model.",,,,,,2,"Making the plan an inspectable artifact before anything is modified is the primary value, and it is what allows a programmatic check or a person to intervene while intervention is still cheap. Tier selection and error handling benefit too, and the phases cannot overlap without defeating the point.",D1 Agentic Architecture & Orchestration
A subagent is given the same tool set as its coordinator. What is the objection?,multiple-choice,"Its permissions exceed its task, which is the surface an injection would use.",,"Its cost is higher, since declaring the tools is charged on every request.",,"Its context is larger, since more tool definitions have to be declared in it.",,"Its selection is less reliable, since more tools mean more chances to misroute.",,,,,,1,"Scoping a subagent's tools to its role is a containment decision: whatever influences it can only reach what it was given. Context size and selection accuracy are genuine costs of a broad surface and they are consequences rather than the security argument, which is what makes this a design principle rather than an optimization.",D1 Agentic Architecture & Orchestration
A tool performs work that takes several minutes. How should it be exposed?,multiple-choice,"As a call that starts the work and returns a handle, with a second call to collect.",,As a call that returns partial results as the work progresses toward completion.,,As a call that blocks until the work is finished and then returns the result.,,"As a call that returns immediately, with the result appended to the context later.",,,,,,1,"A long synchronous call ties up the loop, risks timeouts and gives the agent nothing to do meanwhile. Splitting submission from collection lets the agent proceed and check back, which is the standard shape for asynchronous work. Results cannot appear in the context without a call that returns them.",D2 Tool Design & MCP Integration
A tool is called repeatedly with identical arguments within a single run. What should the design consider?,multiple-choice,"Removing the tool after its first use, so a second call cannot be issued at all.",,"Caching the result for the run, so the same call is not paid for more than once.",,"Returning an error on the repeat call, so the model is prompted to use the earlier result.",,Instructing the model not to repeat calls it has already made during the run.,,,,,,2,"Repeated identical calls are common when a fact is needed at several points, and a per-run cache removes the cost and latency without changing what the model sees. Instructing the model to remember is unreliable, and removing the tool or erroring turns an efficiency question into a failure the agent then has to handle.",D2 Tool Design & MCP Integration
Two tools have overlapping purposes and are frequently confused. When should they be consolidated rather than better described?,multiple-choice,When the difference between them is not one the caller can reliably determine.,,When their descriptions simply cannot be shortened without losing necessary detail.,,When one of them is called substantially more often than the other is.,,When they are implemented against the same underlying system or service.,,,,,,1,"Description work is the first response and it fails when the distinction depends on information the model does not have at selection time. That is the signal to merge them behind one tool with a parameter. Shared implementation, relative usage and description length do not determine whether the choice is decidable.",D2 Tool Design & MCP Integration
A tool is being retired and agents still reference it. What is the safe sequence?,multiple-choice,"Leave it in place indefinitely, since removing it risks breaking behaviour.",,Remove it and rely on the resulting errors to identify what still calls it.,,Replace its implementation with the successor while keeping the same name.,,"Mark it deprecated in its description, redirect callers, then remove it.",,,,,,4,"Signalling the deprecation in the place the model reads, then migrating callers, then removing, is what avoids a period where calls fail. Removing first breaks running systems to discover something a survey would have shown, and silently swapping the implementation changes behaviour behind a name callers trust.",D2 Tool Design & MCP Integration
A team wants to know which tools are worth keeping. What should be measured?,multiple-choice,"The time each tool takes, so the slowest can be optimized or removed.",,"The size of each tool's results, and so the largest can be reduced or paginated.",,"Call volume and failure rate per tool, alongside how often each is misrouted.",,The number of lines of code each tool requires to maintain in the codebase.,,,,,,3,"Usage and reliability together identify the tools that are never selected, the ones that fail often enough to be noise, and the ones the model reaches for wrongly. That is what supports a decision about the surface. Latency, result size and maintenance cost inform improvements to tools worth keeping.",D2 Tool Design & MCP Integration
A tool's description is written for the engineers who maintain it. What is the problem?,multiple-choice,It uses terminology the model has not been given a definition for.,,"It is longer than necessary, which consumes context on every request.",,It documents parameters that the model simply does not need to supply itself.,,It describes how the tool works rather than when the model should call it.,,,,,,4,"A description is a selection instruction, so its job is to say what the tool is for, when it applies and when it does not. Implementation detail crowds that out and is exactly what an engineering-facing description leads with. Length and jargon are symptoms of the same misdirected audience.",D2 Tool Design & MCP Integration
A tool validates its arguments and returns a clear message when they are wrong. What does that enable?,multiple-choice,"The schema can be relaxed, since validation happens inside the tool anyway.",,"The tool can be called with fewer arguments, since errors are recoverable.",,The application can retry the call automatically without ever involving the model.,,"The agent can correct the call, rather than treating the failure as terminal.",,,,,,4,"A specific validation message is information the model can act on, which turns a dead end into a corrected second attempt. That is why error content matters as much as the error flag. It does not license a looser schema, since constraints the schema can express are better enforced before the call is made.",D2 Tool Design & MCP Integration
A remote MCP server requires user authorization. Where should that be handled?,multiple-choice,"In the system prompt, so the model can supply the credential when calling.",,"In the client's authorization flow, so no credential passes through the model.",,"In the tool's description, and so the model knows what authorization is required.",,"In each tool call's arguments, so the credential accompanies the request.",,,,,,2,"Credentials must not enter the model's context, since anything there can be elicited or leaked into output. The client holds the authorization and attaches it at the transport, which keeps the model unaware of it entirely. Prompts and arguments both place the secret exactly where it must not be.",D2 Tool Design & MCP Integration
A server exposes a family of readable items addressed by a pattern rather than individually. Which mechanism covers that?,multiple-choice,A prompt that takes the identifier as an argument and returns the content.,,A tool that accepts an identifier and returns the item that corresponds to it.,,"A resource template, which describes the addressable form rather than each item.",,A separate resource declaration for each item the server is able to serve.,,,,,,3,"Templates exist so a server can expose an addressable space without enumerating it, which is what makes resources practical for large collections. A tool works and turns readable content into a model-initiated action, and declaring each item individually does not scale.",D2 Tool Design & MCP Integration
An MCP server reconnects after a brief outage. What must the client do?,multiple-choice,"Re-establish what the server offers, since its capabilities may have changed.",,"Restart the agent run, since the conversation referenced a server that was absent.",,Replay the calls that failed during the outage against the reconnected server.,,"Continue with the tool definitions it held, since these are stable across sessions.",,,,,,1,"Capabilities are negotiated per connection, and a server may have been restarted with a different version or configuration. Rediscovering is what keeps the client's view accurate. Replaying failed calls is unsafe without knowing which had effects, and assuming stability is how stale tool definitions end up in a conversation.",D2 Tool Design & MCP Integration
A tool's result will be rendered to a user as well as consumed by the model. How should it be returned?,multiple-choice,"Formatted for display, since that is the form the user ultimately needs.",,"Twice, once structured for the model and once formatted for the user.",,"Structured, with presentation applied by the application afterwards.",,"As prose, which both the model and the user are able to read directly.",,,,,,3,"The model consumes data and people consume presentation, and mixing the two forces the model to see through formatting while constraining how the interface can display it. Returning structure and rendering separately serves both. Returning it twice doubles the context cost for no benefit.",D2 Tool Design & MCP Integration
A check must run before a specific tool executes and be able to prevent it. Which mechanism provides that?,multiple-choice,A skill that performs the check when the model judges it to be relevant.,,"A hook on that tool's invocation, which can block the call from proceeding.",,"A permission rule, which denies the tool outright rather than conditionally.",,An instruction in project memory stating the conditions under which it applies.,,,,,,2,"Hooks run deterministically at defined points and can stop a call, which is what distinguishes a control from guidance. Memory and skills depend on the model choosing to comply, and a denial removes the capability instead of applying a condition to its use.",D3 Claude Code Configuration & Workflows
A hook runs on every tool call and takes a second to complete. What is the consequence?,multiple-choice,"The hook runs concurrently, so its duration does not affect the call.",,"The tool call times out, since hooks share the tool's own time allowance.",,The hook is skipped when the session is under time pressure to respond.,,"Every call pays that cost, which compounds across an agent's iterations.",,,,,,4,"Hooks sit in the critical path of the operations they guard, so their cost multiplies by how often the operation occurs. An agent making dozens of calls per run turns a one-second hook into a minute. Scoping hooks narrowly, to the calls that genuinely need them, is what keeps them affordable.",D3 Claude Code Configuration & Workflows
"A team must choose between a skill, a command and a subagent for a repeated procedure. What decides it?",multiple-choice,"Whether it is model-selected, user-invoked, or needs its own context and tools.",,Whether it is used often enough to justify the effort of packaging it at all.,,Whether it is specific to one repository or applies across several of them.,,Whether it requires tools the current session does not already have in fact available.,,,,,,1,"The three differ by how they are entered and what they bring: a skill the model selects when relevant, a command a person invokes by name, a subagent that runs with its own context, instructions and restricted tools. Frequency and scope affect where the artifact lives rather than which of the three it should be.",D3 Claude Code Configuration & Workflows
A skill needs to ship supporting files alongside its instructions. How is that expressed?,multiple-choice,The files are attached to each invocation by the person running the skill.,,"The files are embedded in the instructions, since in fact any skill is a single document.",,The files live in the skill's directory and are referenced from its instructions.,,The files are placed in the repository root and referenced by absolute path.,,,,,,3,"A skill is a directory rather than a lone file, so scripts, templates and reference material travel with it and are referenced relatively. That is what makes a skill portable. Embedding everything inline bloats what is loaded, and root-level or per-invocation files break the packaging.",D3 Claude Code Configuration & Workflows
"A set of commands, agents and hooks must be distributed to several repositories as one maintained unit. What supports that?",multiple-choice,A memory file in each repository describing where the definitions can be found.,,A script that copies the current definitions into each repository when it is run.,,"A plugin bundling them, installed per repository rather than copied into each.",,"A shared repository the others reference, so the definitions live in one place.",,,,,,3,"Bundling related configuration into an installable unit means one version to maintain and a defined way to adopt or update it, which copying does not provide. Copies diverge from the moment they are made, and a pointer in a memory file tells the model where something is without making it available.",D3 Claude Code Configuration & Workflows
Work must be done across several repositories in one session. What does that require attention to?,multiple-choice,"Which model is in use, since it must be consistent across all of them.",,"Which repository is active, since only one can be worked on at a time.",,"Which configuration applies where, since each repository carries its own.",,"Which credentials apply, since in fact each repository authenticates separately.",,,,,,3,"Configuration is discovered relative to where work is happening, so conventions, permissions and memory differ between repositories in the same session. Being explicit about which applies avoids applying one repository's rules to another's code. Multiple repositories can be open, and model choice is a session-level setting.",D3 Claude Code Configuration & Workflows
A long-running task should proceed while the engineer continues working. What supports that?,multiple-choice,"Running it with a longer timeout, so it is not interrupted while it continues.",,Running it in the background and collecting its result when it completes.,,"Running it in a second session, so the two proceed independently of each other.",,"Running it as a subagent, which executes without occupying the main session.",,,,,,2,"Backgrounding is the mechanism for work that should not block the conversation, with the result surfaced when it finishes. A second session duplicates context and loses the connection to the work in hand, and a subagent runs within the session rather than alongside it.",D3 Claude Code Configuration & Workflows
An engineer wants to explore a risky change without affecting the main working copy. What fits?,multiple-choice,"A branch, which isolates the change within the same working directory.",,"A copy of the repository, cloned to a different location on disk.",,"A session configured to decline edits, so nothing is modified at all.",,"A separate working tree, so the change is isolated on the filesystem.",,,,,,4,"A separate tree gives an isolated filesystem for the work while sharing the repository's history, which is what makes it cheap. A branch alone still mutates the one working directory, a full clone duplicates everything, and declining edits prevents the exploration rather than isolating it.",D3 Claude Code Configuration & Workflows
"A convention applies only to files of one type, scattered throughout a repository. Which mechanism fits?",multiple-choice,"A rule scoped to the matching paths, so it applies wherever they appear.",,A memory file in each directory that contains files of that type.,,"A rule in the root memory file, stating which files it applies to.",,A hook that checks the convention whenever such a file is modified.,,,,,,1,"Path-scoped rules exist for conventions that follow a file pattern rather than a directory, which is the case for tests, migrations and generated code. Per-directory files duplicate the rule everywhere, and a root-level rule loads for every session including work the convention does not touch.",D3 Claude Code Configuration & Workflows
A team's conventions must reach every engineer without anyone configuring anything. Where do they belong?,multiple-choice,"In an onboarding document, which new engineers read when they start.",,"In each engineer's personal settings, applied when they join the team.",,"In files committed with the repository, which apply on checkout.",,In a shared location each engineer configures their session to load.,,,,,,3,"Committed configuration is distributed by the same mechanism as the code and applies without a setup step, which is what makes it reliable. Personal settings and manual configuration both depend on each person doing something, and a document depends on them remembering it.",D3 Claude Code Configuration & Workflows
Configuration produced with assistance is about to be committed. What deserves particular scrutiny?,multiple-choice,"Comment accuracy, which affects whether future readers understand it.",,"File placement, which determines the scope over which the settings apply.",,"Formatting and ordering, which affect just how readable the file is to others.",,"Permission and hook changes, which alter what may execute without asking.",,,,,,4,"Configuration that widens permissions or introduces execution points changes the safety properties of everyone's sessions, which makes it the part to read carefully rather than skim. Placement matters and is usually evident. Formatting and comments are quality concerns without a security dimension.",D3 Claude Code Configuration & Workflows
A CI-invoked session must produce findings another program consumes. What does that need?,multiple-choice,A subagent whose sole responsibility is producing the findings in that form.,,A hook that writes the findings to a file the other program then reads.,,Non-interactive invocation together with a machine-readable output format.,,A skill that formats the findings into the structure required downstream.,,,,,,3,"The pipeline case needs both: running without expecting a terminal, and requesting structured rather than prose output. Omitting the first is what causes jobs to hang waiting on input that never arrives. The other mechanisms shape behaviour within a session without making it programmatically consumable.",D3 Claude Code Configuration & Workflows
"An extraction schema marks every field required, and sources sometimes omit one. What follows?",multiple-choice,"The field is omitted, since the model recognizes that the source is silent.",,"The field is populated with an empty value, which validates against the schema.",,"A value is invented to satisfy the schema, since the call must validate.",,"The extraction fails, since the schema cannot be satisfied by that source.",,,,,,3,"Requiring a field the source may not contain creates pressure to produce something plausible, and what is produced looks exactly like a real extraction. Making genuinely optional fields optional, with an explicit absent value, removes the pressure. Nothing causes the model to refuse or to leave a required field out.",D4 Prompt Engineering & Structured Output
A classification schema enumerates six categories and roughly one input in twenty is something else. What design handles that?,multiple-choice,"An additional value for the unclassifiable case, with room to say what it was.",,"A larger enumeration, extended to cover the categories currently being missed.",,"A free text field instead of an enumeration, so any category can be expressed.",,"A confidence score, so that low-confidence classifications can be reviewed.",,,,,,1,"A closed enumeration forces every input into one of its values, so the outliers are silently misfiled and the error rate is invisible. An explicit other, with a note, preserves the constraint while making the residual visible and countable. Free text destroys the analysis, and enlarging the set chases a tail that will always exist.",D4 Prompt Engineering & Structured Output
An extraction fails validation because two fields are inconsistent with each other. What should the retry carry?,multiple-choice,"A higher reasoning effort, so the second attempt is more carefully made.",,"The specific inconsistency, so the second attempt has something to act on.",,A stricter instruction to check consistency before returning the result.,,"The original prompt unchanged, so the model has a fresh attempt at the task.",,,,,,2,"A retry that repeats the request without the error is a lottery. Feeding back the exact validation failure gives the model the information it lacked, which is what turns a retry into a correction. Generic instructions and more effort improve the odds without telling it what was wrong.",D4 Prompt Engineering & Structured Output
A schema declares forty fields and a typical extraction populates a handful of them. What is the cost?,multiple-choice,"The validation is weaker, since a schema of that size cannot be checked fully.",,"The extraction takes longer, since each field is considered before being skipped.",,"The unused fields are populated with defaults, which downstream code must handle.",,"The full schema is sent and reasoned over on every call, whatever is used.",,,,,,4,"Schema definitions occupy the context on every request and shape what the model attends to, so a large schema is a standing cost paid for fields that rarely apply. Splitting by document type, or making the rare fields a separate call, addresses it. Unused optional fields are simply absent rather than defaulted.",D4 Prompt Engineering & Structured Output
Dates appear in several formats across a document set and downstream storage requires one. Where does normalization belong?,multiple-choice,"In the schema and the instruction, so the model emits the required form.",,"In the source documents, which should be corrected before extraction.",,"In the storage layer, which accepts several forms and normalizes on write.",,"In a post-processing step, which converts whatever form arrives.",,,,,,1,"Specifying the output format in the field's description and constraining it in the schema means the model does the normalization while it has the context to interpret an ambiguous date correctly. A downstream converter has only the string and must guess between conventions, which is where day and month get transposed.",D4 Prompt Engineering & Structured Output
A downstream service breaks when the output contains a preamble or a code fence. What eliminates the class of failure?,multiple-choice,Returning the result through a schema-validated call rather than as text.,,Instructing the model to return only the object with nothing around it.,,Providing examples whose responses contain no surrounding text.,,Stripping anything outside the outermost braces before parsing.,,,,,,1,"Moving the structured result into a validated call means the output is not free text at all, so there is nowhere for a preamble to appear. Instructions and examples reduce the frequency, and stripping repairs the symptom while leaving the response shape fundamentally unreliable.",D4 Prompt Engineering & Structured Output
A schema nests objects five levels deep and extraction quality is poor. What is worth trying?,multiple-choice,"Increasing the output limit, since deep structures require more tokens.",,"Splitting the extraction into several calls, one per branch of the structure.",,"Flattening the structure, since deep nesting is harder to populate reliably.",,"Adding descriptions at each level, so the intent of each is stated clearly.",,,,,,3,"Deeply nested output requires holding a great deal of structural state while generating, and quality degrades with depth. Flattening what does not need to be nested is the cheapest structural fix. Descriptions help within a given shape, and splitting is the next step if flattening is not possible.",D4 Prompt Engineering & Structured Output
"A rubric asks reviewers to rate severity as high, medium or low, and ratings vary between runs on similar issues. What produces consistency?",multiple-choice,A second pass that reviews the ratings and adjusts any that are inconsistent.,,Definitions of each level with examples of what falls at its boundaries.,,An instruction to rate conservatively when the correct level is unclear.,,"A numeric scale with more levels, which allows finer distinctions to be made.",,,,,,2,"A label without a definition is interpreted afresh each time. Stating what each level means and showing borderline cases is what makes classification reproducible. More levels multiply the ambiguity, a conservatism instruction shifts the distribution without stabilizing it, and a review pass corrects symptoms.",D4 Prompt Engineering & Structured Output
"A prompt asks for reasoning and a final answer, and the parser sometimes captures the reasoning. What is the structural fix?",multiple-choice,Delimit the reasoning with markers the parser is configured to ignore.,,Instruct the model to place the reasoning before the answer consistently.,,"Ask for the reasoning to be omitted, since the answer is what is required.",,Move the answer into a schema-validated call the reasoning cannot enter.,,,,,,4,"Putting the answer into validated arguments separates it from free text entirely, so no amount of surrounding reasoning can contaminate it. Delimiting is a reasonable second-best that depends on the markers being produced correctly, and ordering instructions are advisory. Dropping the reasoning discards its benefit.",D4 Prompt Engineering & Structured Output
A high-stakes judgment varies between runs on the same input. Which technique trades cost for reliability?,multiple-choice,"Lowering the temperature, which removes the variation between the runs.",,"Raising the reasoning effort, so each individual judgment is made more carefully.",,Sampling the judgment several times and taking the answer that recurs.,,Asking the model to review its own judgment before the answer is returned.,,,,,,3,"Independent samples fail differently, so agreement across them is evidence and disagreement flags the cases needing a person. It is the deliberate purchase of reliability with cost. Lower temperature makes the output consistent without making it correct, and self-review runs through the same reasoning that produced the answer.",D4 Prompt Engineering & Structured Output
An output must be produced in the reader's language while the sources are in several others. Where is that specified?,multiple-choice,In a translation step applied to the output after it is produced.,,"In the schema, by constraining each field to the required language.",,In a translation step applied to the sources well before they then are supplied.,,"In the instruction, stating the output language independently of the input.",,,,,,4,"Stating the output language explicitly decouples it from whatever the source happens to be, which is what stops the output drifting into the input's language. Schemas constrain structure rather than language, and translating either end adds a lossy step where none is needed.",D4 Prompt Engineering & Structured Output
A prompt has grown to cover four related tasks and quality has declined on all of them. What is the likely cause?,multiple-choice,The prompt exceeds the length at which instructions are reliably followed.,,The tasks interfere because they require different reasoning styles.,,"Instructions for each task qualify the others, weakening all of them.",,The examples for one task are being applied to the others incorrectly.,,,,,,3,"A prompt covering several tasks hedges every rule so it does not misfire on the others, and the result is guidance that is precise for none of them. Splitting lets each be direct. Length and example bleed are consequences of the same accumulation rather than independent causes.",D4 Prompt Engineering & Structured Output
A retrieved document that was current when cached is now superseded. What does the design need?,multiple-choice,"A larger cache, and so that rather more versions of each document are available.",,"A freshness bound, after which the cached copy is refetched rather than used.",,"A record of when each document was cached, for later investigation.",,A check that the document parses correctly before it is used again.,,,,,,2,"Cached reference material silently goes stale, and the output remains fluent and well-grounded in something that is no longer true. Attaching a maximum age to each entry, matched to how fast that material actually changes, is the control. A timestamp without a policy records the problem without preventing it.",D5 Context Management & Reliability
"A tool returns a result that is wrong, and the agent proceeds to reason from it across several steps. What does the design need?",multiple-choice,"A summarization step, which condenses tool results before they are appended.",,"A larger context, so the erroneous result carries proportionally less weight.",,An instruction telling the model to treat tool results with appropriate caution.,,"Validation of tool results before they enter the context, where feasible.",,,,,,4,"Once a wrong result is in the context it is elaborated on rather than questioned, and by the end it is embedded in conclusions that no longer resemble it. Checking what a tool returns against what it should look like, at the boundary, is what stops the propagation. Caution instructions do not reliably override material presented as fact.",D5 Context Management & Reliability
A service depends on an agent whose availability must be characterized for its consumers. What has to be defined?,multiple-choice,The uptime of the underlying model service the agent depends upon.,,"What counts as a successful response, and the proportion that must meet it.",,The rate at which the agent's outputs are accepted by human reviewers.,,The average latency of the agent's responses over a representative period.,,,,,,2,"An availability commitment needs a definition of success and a target proportion, since an agent that responds with something unusable is not available in any meaningful sense. Upstream uptime is a dependency rather than a commitment, and latency and acceptance rates are components of a success definition rather than substitutes for one.",D5 Context Management & Reliability
An agent's error rate has been within target and is now consuming its allowance rapidly. What should that trigger?,multiple-choice,"An alert to consumers, so they can plan around the reduced reliability.",,"An increase in the target, since in fact the current one is evidently too strict.",,A decision about whether to slow changes and stabilize before continuing.,,An immediate rollback of the most recent change made to the agent.,,,,,,3,"An error budget being consumed quickly is a signal to change the balance between shipping and stabilizing, which is the decision the measurement exists to inform. Rolling back presumes a cause not yet established, raising the target abandons the commitment, and notifying consumers communicates without responding.",D5 Context Management & Reliability
An agent has failed in production and the on-call engineer has not worked on it. What makes the response fast?,multiple-choice,The contact details of the team that built and maintains the agent.,,"A trace of the failing run, so the engineer can follow what happened.",,"Access to the agent's source, so the engineer can determine what it does.",,"A runbook stating the symptoms, the checks and the actions available.",,,,,,4,"A runbook converts specialist knowledge into something anyone on call can act on at three in the morning, which is the difference between a short incident and a long one. Traces and source are what the runbook directs the engineer to, and escalating to the owning team is the fallback rather than the plan.",D5 Context Management & Reliability
