Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
Where are a subagent type's tool restrictions and system prompt defined?,multiple-choice,In a shared configuration every subagent reads when it starts running.,,"In the delegation call, passed as arguments each time one is invoked.",,"In that subagent's own definition, which is what makes the type reusable.",,"In the coordinator's prompt, which describes how each type should behave.",,,,,,3,"Subagent configuration — descriptions, system prompts and per-type tool restrictions — belongs in the agent definition, which is what makes each type a reviewable, reusable unit. Describing intended behaviour in the coordinator's prompt is guidance rather than configuration and cannot restrict what tools the subagent actually holds.",D1 Agentic Architecture & Orchestration
Which task shape calls for dynamic decomposition rather than a fixed chain?,multiple-choice,One where the subtasks each require a different tool to be completed.,,One where the number of subtasks is large enough to be tedious to enumerate.,,One where each subtask is determined by what the preceding step discovered.,,One where the subtasks are independent and could be executed concurrently.,,,,,,3,"Dynamic decomposition earns its cost when the subtasks cannot be known in advance because they depend on findings. Quantity, independence and tool variety all describe work that a fixed chain handles perfectly well — and more cheaply, more deterministically and with easier debugging.",D1 Agentic Architecture & Orchestration
A session is resumed after files were rewritten and the agent proceeds confidently. Why does it not detect the problem?,multiple-choice,The agent assumes the environment is unchanged unless it is told otherwise.,,Stale tool results are indistinguishable from fresh ones once they are in the history.,,The file modification times are not included in the results the agent received.,,The agent does not re-read any files it has already examined earlier in the session.,,,,,,2,"A tool result recorded earlier carries no marker of age, so it reads exactly as authoritative as it did when it was true. That is why resumption after changes requires telling the agent which files moved, so re-analysis is targeted rather than either omitted or total.",D1 Agentic Architecture & Orchestration
What does forking a session provide that resuming it twice does not?,multiple-choice,Two independent branches that do not contaminate one another's context.,,Two sessions with separate tool permissions applied to each branch.,,Two sessions that share ongoing updates as either of them progresses.,,Two sessions whose costs are accounted separately for reporting purposes.,,,,,,1,"Forking creates independent branches from a shared baseline, which is what exploring divergent approaches requires. Resuming the same session twice puts both explorations into one history where each sees the other's work. Permissions and accounting are unrelated to the mechanism.",D1 Agentic Architecture & Orchestration
A coordinator routes every query through its full pipeline. What is the cost on a simple query?,multiple-choice,"Lost provenance, since each handoff between stages discards some attribution.",,"Cache invalidation, since each stage maintains a prefix that must be warmed.",,"Reduced accuracy, since every additional stage introduces yet another chance of error.",,Latency and tokens spent on stages that contribute nothing to that particular answer.,,,,,,4,"The coordinator's role includes selecting which subagents a query actually needs, and dispatching to all of them spends latency and tokens on stages with nothing to contribute. The other effects are genuine properties of multi-agent systems rather than what this particular misconfiguration costs.",D1 Agentic Architecture & Orchestration
"Which delegation failure is silent, and which announces itself?",multiple-choice,Missing the delegation tool is silent; an unanswered tool call fails validation.,,"Both announce themselves, since the harness validates the configuration at startup.",,An unanswered tool call is silent; missing the delegation tool fails validation.,,"Both are silent, since delegation problems surface only as degraded output quality.",,,,,,1,"A coordinator without the delegation tool in its allowed set simply never delegates and the run proceeds looking normal. An unanswered tool call leaves a history that cannot validate, so the next request is rejected outright. Knowing which failures are loud and which are quiet is what directs an investigation.",D1 Agentic Architecture & Orchestration
Two tools are confused about a third of the time and their descriptions are one line each. What is the first change?,multiple-choice,Add examples to the system prompt showing which tool each request should reach.,,"Expand both to state inputs, examples, edge cases and the boundary between them.",,Add a routing layer that selects the tool before the model is invoked at all.,,Consolidate them into one tool that inspects its input and dispatches internally.,,,,,,2,"Descriptions are the primary selection mechanism, so near-identical one-liners leave nothing to discriminate on. Expanding them addresses the cause at low effort. Examples add token overhead without resolving the ambiguity, consolidation is a larger change, and a routing layer bypasses the model's own understanding.",D2 Tool Design & MCP Integration
"A tool returns the same generic failure for a timeout, a validation error and a policy refusal. What can the agent not do?",multiple-choice,"Log the failure, since the category is required for the error to be recorded properly.",,"Report the failure, since a generic message carries nothing to relay to the user.",,"Choose a recovery, since retrying, correcting input and explaining are different responses.",,"Complete the turn, since an unclassified error leaves the conversation in an entirely invalid state.",,,,,,3,"Uniform errors prevent the agent from choosing an appropriate recovery, because a transient failure wants a retry, a validation failure wants corrected input and a policy refusal wants an explanation. Structured metadata naming category, retryability and cause is what restores that. Reporting and logging remain possible either way.",D2 Tool Design & MCP Integration
Which failure should be marked not retryable?,multiple-choice,"A request rejected for a malformed argument, since the caller may yet correct it.",,"A request declined by policy, since the outcome does not change on repetition.",,"A request that returned no matches, since the query itself was well formed.",,"A request that timed out, since the service may be under sustained pressure.",,,,,,2,"A policy decline is a business error: the request was understood, evaluated and refused, so retrying cannot change it. A timeout is transient and retryable. An empty result is a success rather than a failure, and a malformed argument is retryable in the sense that a corrected request may succeed.",D2 Tool Design & MCP Integration
Why is distinguishing a failed lookup from an empty result more than a labelling nicety?,multiple-choice,The two conditions are billed differently depending on how far the call proceeded.,,The two conditions consume different amounts of the available context budget.,,The two conditions require different tools to be invoked on the subsequent turn.,,The coordinator cannot otherwise tell an absent record from an inaccessible one.,,,,,,4,"One says the thing does not exist and the other says we could not look — opposite facts that lead to opposite decisions about retrying, trying another source, or accepting the finding. Collapsing them leaves the coordinator guessing. Cost and tooling do not differ meaningfully between the two.",D2 Tool Design & MCP Integration
An agent holds eighteen tools and misroutes regularly. What are the two costs of the large surface?,multiple-choice,"Schemas slow validation, and the model spends longer choosing between the options.",,"Schemas occupy context on every request, and the decision space dilutes selection.",,"Schemas raise the per-request price, and unused tools still count toward the limit.",,"Schemas require maintenance, and stale definitions produce inconsistent behaviour.",,,,,,2,"A wide surface costs twice: every schema is carried in context on each request, and reliability falls as the number of similar options grows. Narrowing to the role, or using tool search where the library must be large, addresses both. Validation time and maintenance are real and secondary.",D2 Tool Design & MCP Integration
What does a narrow cross-role tool solve that removing a capability entirely does not?,multiple-choice,It reduces the number of tools by combining several capabilities into a single one.,,It allows the agent to act without the coordinator observing what it did.,,It removes the need for the coordinator to handle that class of request.,,It serves a frequent need directly while complex cases still route centrally.,,,,,,4,"Scoping to a role is right, and a high-frequency need can justify a narrow exception — a limited verification tool handles the common case while anything complex still goes through the coordinator. It is a deliberate carve-out rather than a way to reduce tool count or to bypass observability.",D2 Tool Design & MCP Integration
What is the correct home for a server every engineer on a team needs?,multiple-choice,"Project-scoped configuration, with the credential supplied by environment expansion.",,Project-scoped configuration with the credential encrypted and committed alongside it.,,"User-scoped configuration on each machine, so each engineer controls their own setup.",,User-scoped configuration copied into the repository so colleagues can adopt it.,,,,,,1,"Shared tooling belongs in project scope so version control distributes it, and environment expansion supplies the credential at run time without the secret entering the repository. User scope is the right home for personal and experimental servers, and using it here means the shared server is not actually shared.",D2 Tool Design & MCP Integration
Which tool choice setting guarantees a tool is called without dictating which one?,multiple-choice,"Forcing a named tool, then varying the name according to the request.",,"Disabling tools, with the required output format specified in the prompt.",,"Requiring at least one call, leaving the selection open to the model.",,"Leaving selection automatic, with the requirement stated in the prompt.",,,,,,3,"Requiring some tool call guarantees structured output rather than conversational text while leaving which tool open, which fits when several schemas exist and the input type is not known in advance. Forcing a name removes the selection, automatic permits a text reply, and disabling forfeits the mechanism.",D2 Tool Design & MCP Integration
"A targeted edit fails on a non-unique anchor. What is the documented fallback, and why not a shorter anchor?",multiple-choice,Read then write the file; a shorter anchor would exceed the matching limit.,,Read then write the file; a shorter anchor is less unique rather than more.,,Retry with more context around the anchor; a shorter anchor risks a partial match.,,Retry with a line number; a shorter anchor cannot be located within a large file.,,,,,,2,"The fallback when no unique anchor exists is to read the file and write it back with the change applied. Shortening the anchor moves in exactly the wrong direction, since fewer characters match in more places. Adding surrounding context is a reasonable attempt that fails when the surrounding text repeats too.",D2 Tool Design & MCP Integration
"Which built-in tool locates every file whose name matches a pattern, regardless of where it sits?",multiple-choice,"Content search, which scans inside the files for a matching string.",,"Path pattern matching, which selects files by name or extension.",,"Whole-file reading, applied across each directory in the tree.",,"Targeted editing in preview mode, which reports its matches.",,,,,,2,"Path matching finds files by name or extension pattern wherever they are, which is exactly this task. Content search looks inside files rather than at their paths, reading everything spends the context budget before the question is answered, and editing is for modification rather than discovery.",D2 Tool Design & MCP Integration
An MCP tool returns an output large enough to crowd the context on every call. What is the appropriate handling?,multiple-choice,Offload it to a file the agent reads selectively rather than inlining the whole result.,,Summarize it with an extra model call before it is returned as the tool result.,,Truncate it to a fixed character limit before the result is returned to the model.,,Split it across several results returned in consecutive messages to the model.,,,,,,1,"Offloading a very large tool output to a file the agent reads on demand preserves the full data while spending context only on the part that matters. Fixed truncation silently discards content that may be needed, splitting across messages suppresses parallel tool use without reducing total tokens, and summarizing adds a call plus a lossy step before anyone knows what is relevant.",D2 Tool Design & MCP Integration
Which layer applies only to the individual and is not distributed by version control?,multiple-choice,"User-level configuration, which lives on that person's machine alone.",,"Rule files with path patterns, loading when matching files are edited.",,"Project-level configuration, committed at the root of the repository.",,"Directory-level configuration, applying within one part of the tree.",,,,,,1,"User-level configuration is personal to the machine and reaches nobody else, which produces the characteristic symptom of a newcomer lacking conventions everyone else has. The other three all live in the repository and reach anyone who clones it.",D3 Claude Code Configuration & Workflows
"Which configuration layer is advisory, and which is enforced by the harness?",multiple-choice,"All four are enforced, since each is applied by the harness before generation.",,Project memory and hooks advise; skills and permission rules are enforced.,,"All four advise, since the model ultimately decides how to act on each of them.",,Project memory and skills advise; permission rules and hooks are enforced.,,,,,,4,"Advisory layers are read and weighed by the model; enforced layers are executed by the harness and cannot be reasoned around. Project memory, skills and slash commands are advisory however carefully they are written, while permission rules and hooks provide guarantees. Anything phrased as an absolute belongs in the enforced group.",D3 Claude Code Configuration & Workflows
What does import syntax make possible that a single large configuration does not?,multiple-choice,Each package includes only the standards its maintainer judges relevant.,,Each package overrides the shared standards where it needs to differ.,,Each package's configuration is versioned quite independently of the others.,,Each package's configuration is validated separately before it loads.,,,,,,1,"Imports keep configuration modular by referencing external files, so a package pulls in exactly the standards that apply to it rather than carrying everything. Overriding, separate validation and independent versioning are not what the mechanism provides, and duplicating standards per package drifts the moment one copy is edited.",D3 Claude Code Configuration & Workflows
"What does a path-scoped rule file reduce, beyond applying the right conventions?",multiple-choice,"Review burden, since path-scoped rules are exempt from the usual code review.",,"Merge conflicts, since each rule file is owned by a different part of the team.",,"Duplication, since one rule file replaces the copies held in each directory.",,"Irrelevant context, since it loads only when a matching file is being edited.",,,,,,4,"Loading only when a matching file is edited means unrelated sessions carry none of it, which reduces both irrelevant context and token usage. Reduced duplication relative to per-directory files is a genuine secondary benefit. Nothing about path scoping changes ownership or exempts configuration from review.",D3 Claude Code Configuration & Workflows
A team wants generated tests for a legacy module and all of them pass on the first run. What must be confirmed?,multiple-choice,That the tests follow the conventions used by the rest of the existing test suite.,,"That the tests cover every branch in the module, measured against a coverage report.",,"That the tests fail against deliberately broken code, since one that always passes is worse than none.",,That the tests run quickly enough to be included in the pipeline on every commit made.,,,,,,3,"Test generation is a good candidate for assistance because it is repetitive and immediately verifiable, and its specific control is confirming the tests genuinely fail against broken code. A test that always passes reports safety that does not exist, and uniform passing on first run is exactly the symptom that check exists to catch.",D3 Claude Code Configuration & Workflows
Which frontmatter option makes a capability unreachable during a skill's execution?,multiple-choice,"Declaring the skill forked, which contains its actions in isolation.",,Declaring an argument hint omitting any parameter for that capability.,,Stating the prohibition in the skill's own instruction body.,,Declaring the tools that skill is allowed to use while it runs.,,,,,,4,"Allowed-tools frontmatter restricts tool access during execution, which is how a destructive capability is made unreachable rather than merely discouraged. Forking isolates context, argument hints prompt for parameters, and instructions in the body are text the model weighs rather than a restriction the harness applies.",D3 Claude Code Configuration & Workflows
A convention applies to one file type scattered across the whole repository. Which mechanism fits?,multiple-choice,A section in the root configuration describing when the convention applies.,,"A rule file with a glob pattern, loading only when such a file is edited.",,A skill the engineer invokes whenever they work on that kind of file.,,A configuration file in each directory that happens to contain those files.,,,,,,2,"Glob-pattern rules apply conventions by file type regardless of directory, and they load only when a matching file is edited so unrelated sessions pay nothing. Per-directory files are location-bound and multiply, a root section relies on inference rather than matching, and a skill requires deliberate invocation.",D3 Claude Code Configuration & Workflows
What is the tell that a scenario calls for plan mode rather than direct execution?,multiple-choice,The engineer is unfamiliar with the area of the codebase the change will affect.,,The change is expected to take more than a single working session to complete.,,The complexity is stated in the requirements rather than being something that might emerge.,,"The change touches production code, which warrants reviewing the approach well beforehand.",,,,,,3,"Plan mode is for large-scale change, multiple valid approaches and architectural decisions, and scenarios that call for it say so in the requirements. Options offering to start directly and switch if it turns out to be complicated are distractors when the complexity is already established. Familiarity and duration are weaker signals.",D3 Claude Code Configuration & Workflows
Which pairing of plan mode and direct execution is the documented pattern?,multiple-choice,"Execute a first attempt, then plan the remainder from what it revealed.",,"Plan the investigation, then execute the agreed approach directly.",,"Plan each file's change, then execute the whole set in a single pass.",,"Plan and execute in alternation, reviewing the approach at every step.",,,,,,2,"Combining plan mode for investigation with direct execution for implementation is the documented pattern: once the architectural uncertainty is resolved, continuing to plan adds ceremony to work that is now well specified. Executing first to inform planning inverts the order that avoids costly rework.",D3 Claude Code Configuration & Workflows
Which iterative refinement technique fits an unfamiliar domain specifically?,multiple-choice,"The interview pattern, surfacing considerations before anything is implemented.",,Addressing interacting issues together in one detailed message.,,"Test-driven iteration, writing the suite first and sharing the failures.",,Concrete input and output examples demonstrating the transformation that is wanted.,,,,,,1,"The interview pattern has Claude ask questions to surface considerations the developer had not anticipated, which is exactly the gap in an unfamiliar domain — a specification can only cover what its author already thought of. Examples, test-driven iteration and batched fixes all assume you know what you want.",D3 Claude Code Configuration & Workflows
A CI job hangs waiting on input and the team also needs machine-parseable findings. What do they need?,multiple-choice,Non-interactive mode plus a longer timeout so the job completes.,,"Non-interactive mode, plus structured output enforced by a schema.",,Non-interactive mode plus a parser extracting findings from prose.,,"Non-interactive mode alone, since its printed output is already structured.",,,,,,2,"The print flag resolves the hang by processing and exiting without waiting. Producing findings a pipeline can post additionally requires schema-enforced structured output. Scraping prose is what schema enforcement exists to replace, and a timeout does not help a process waiting on input that never arrives.",D3 Claude Code Configuration & Workflows
Why is an independent instance better than the generating session for reviewing its own output?,multiple-choice,The generating session retains the reasoning and is less likely to question it.,,The generating session has consumed context that a fresh instance would still have.,,The generating session cannot be given a different rubric from the one used.,,The generating session applies the same model tier that produced the output.,,,,,,1,"A session that produced code retains the reasoning behind it and is measurably less likely to challenge its own decisions, which is why session context isolation matters. Context consumption is a real secondary effect, and nothing prevents supplying a rubric or changing tier within the same session.",D3 Claude Code Configuration & Workflows
Why does instructing a reviewer to be conservative fail to reduce false positives?,multiple-choice,"It varies between runs, so the rate becomes less predictable.",,"It biases toward severity, so that minor issues are reported as major.",,"It reduces the number of findings, including the accurate ones.",,"It sets no boundary the model can apply, so behaviour is unchanged.",,,,,,4,General instructions to be conservative or report only high-confidence findings do not improve precision because they do not say where the line falls. Explicit categorical criteria naming what to report and what to skip is what changes behaviour. A vague instruction may reduce output volume without improving what is in it.,D4 Prompt Engineering & Structured Output
A category's false positives have begun undermining trust in the accurate categories. What does that imply about the fix?,multiple-choice,"The other categories should be highlighted, so their reliability remains visible.",,"The category should be kept and labelled, so developers know to weight it lower.",,"The damage is not contained, so disabling it while criteria are rewritten is warranted.",,"The category should be kept and reordered, so its findings appear after all the others.",,,,,,3,"A noisy category undermines confidence in the accurate ones, so the harm spreads beyond the offending category and temporary removal restores trust while the criteria are improved. Labelling and reordering both leave the noise in front of developers, and promoting the good categories does not remove what is discrediting them.",D4 Prompt Engineering & Structured Output
What makes a severity scale produce consistent classifications?,multiple-choice,A numeric rubric the model applies and totals for each finding.,,An instruction to prefer the lower level whenever it is uncertain.,,"A definition of the highest level, with the rest inferred from it.",,A concrete code example paired with each of the levels defined.,,,,,,4,"Explicit criteria with a concrete example per level give a comparable anchor rather than an abstraction to interpret. One example plus contrast leaves the intermediate levels undefined, a self-applied numeric rubric reintroduces judgment at every sub-score, and a tie-break biases output without making the levels distinguishable.",D4 Prompt Engineering & Structured Output
What do few-shot examples achieve on ambiguous cases that instructions do not?,multiple-choice,"They cover more cases, since each example adds another situation to the set.",,"They show why one action beat a plausible alternative, which generalizes.",,"They shorten the prompt, since an example replaces several sentences.",,"They fix the output format, which reduces variation between the runs.",,,,,,2,"Targeted examples for ambiguous scenarios work when they show the reasoning that selected one action over plausible alternatives, because that is what transfers to a novel borderline case. Coverage grows one case at a time and does not generalize, and format consistency is a separate and simpler use of the technique.",D4 Prompt Engineering & Structured Output
Which mechanism eliminates parse failures rather than reducing them?,multiple-choice,"A prefilled opening brace, so generation continues into it.",,"A prompt instruction to return only JSON, with an example.",,Tool use with a JSON schema enforcing the response shape.,,A tolerant parser that strips fences and preambles first.,,,,,,3,"Schema-enforced tool use is a guarantee rather than a probability: prompted JSON works until it emits a preamble, a fence or a trailing comment. Prefills raise the odds without removing the possibility, and a tolerant parser institutionalizes the problem while remaining vulnerable to variants it does not anticipate.",D4 Prompt Engineering & Structured Output
A team reports extraction is reliable because every record validates. What has that actually established?,multiple-choice,That the model understood the task well enough to produce valid output.,,That the extraction covered every field the source documents actually contained.,,That the schema matches what the consuming system expects to receive.,,"That parse failures are gone, leaving semantic errors entirely unexamined.",,,,,,4,"Schema enforcement eliminates syntax errors and does nothing about semantic ones — a value in the wrong field, a total that does not sum, a confidently wrong classification. A perfect validation rate has also removed the crash that used to surface bad input, which is why semantic validation has to be added deliberately.",D4 Prompt Engineering & Structured Output
Which schema decision guarantees fabrication when a source is silent?,multiple-choice,An enumeration that omits a category present in the sources.,,A nested structure deeper than the consumer actually needs.,,A free-text field where a fixed set of values would fit better.,,A required field with no representation for an absent value.,,,,,,4,"A required field with no null path makes inventing a value the only schema-valid behaviour, so the model does what it was constrained to do. Nullable fields, an unknown enumeration value or an explicit gaps array give absence somewhere legitimate to go. The other choices cost clarity rather than truth.",D4 Prompt Engineering & Structured Output
What does an extensible enumeration preserve that free text does not?,multiple-choice,"Reliable downstream branching, while still admitting genuinely novel cases.",,"Validation coverage, since free text cannot be validated at all.",,"A shorter schema, since one field replaces a whole list of possible values.",,"Consistent casing, since enumerated values are normalized on output.",,,,,,1,"Pairing a fixed value set with an other option plus a detail string keeps consumers able to branch reliably while giving unlisted cases somewhere honest to go. Free text destroys that consistency, and chasing the tail by extending the list means a schema change per surprise.",D4 Prompt Engineering & Structured Output
What must a retry carry for it to have a chance of correcting a validation failure?,multiple-choice,"The document, the failed output and the specific error together.",,The failed output and a request to identify what went wrong in it.,,The document and a stricter instruction about the required format.,,"The document alone, since a fresh attempt avoids the earlier mistake.",,,,,,1,"Retry with error feedback works by giving the model what it produced and precisely why it was rejected, alongside the source, so the fault can be located and corrected. An identical retry has no new information, and asking the model to diagnose its own output without the source produces an account rather than a correction.",D4 Prompt Engineering & Structured Output
When is a retry certain not to help?,multiple-choice,When the failure has already recurred on two previous attempts.,,When the document is long enough to approach the context limit.,,When the information required is absent from the source entirely.,,When the schema is complex enough to make conformance really difficult.,,,,,,3,"Retries recover format mismatches and structural errors and cannot recover information that does not exist — pressing harder on a silent document manufactures fabrication. The correct response is a schema that can express absence. Repeated failure, complexity and length all make success less likely rather than impossible.",D4 Prompt Engineering & Structured Output
Which workload disqualifies batch processing regardless of the saving?,multiple-choice,A job whose inputs vary in size across the submitted set.,,A job whose volume exceeds what one submission accepts.,,A check developers wait on before they are able to merge.,,A job requiring results correlated back to source records.,,,,,,3,"Batch carries a processing window with no latency guarantee, which disqualifies anything a person is waiting on. Volume is handled by splitting across submissions, correlation is exactly what the custom identifier provides, and varying input sizes are unremarkable.",D4 Prompt Engineering & Structured Output
One of the examples in a few-shot prompt contains an error. What is the effect on the output?,multiple-choice,The error causes the model to fall back on the instruction text instead.,,The error is reproduced as though it were the pattern being demonstrated.,,The error reduces the effectiveness of every one of the examples equally.,,"The error is disregarded, since the surrounding examples establish the pattern.",,,,,,2,"Examples are the strongest signal in a prompt precisely because the model treats them as the specification, which means a mistake in one is learned along with everything else and appears in outputs that otherwise look correct. Examples therefore need the same review as the instruction, and a wrong one is worse than none at all.",D4 Prompt Engineering & Structured Output
Progressive summarization has reduced a specific figure to a vague phrase. Which fix is structural rather than instructional?,multiple-choice,Holding transactional facts in a persistent block outside the summarized history.,,Instructing the summarizer to preserve any of the numbers that it encounters.,,Increasing the summary budget so more of each turn is retained.,,Re-summarizing the original turns whenever a figure is needed again.,,,,,,1,"Extracting amounts, dates and identifiers into a persistent block included in each prompt keeps them outside whatever compression happens, so summarization can be aggressive without endangering them. Instructing a summarizer applies guidance exactly where detail is being discarded, and re-summarizing needs the originals still present.",D5 Context Management & Reliability
Which mitigation addresses findings being omitted from the middle of a long input?,multiple-choice,Splitting the input and synthesizing each half before combining the two.,,Instructing the model to attend equally to every part of the input.,,Reversing the input so the omitted sections appear at the beginning.,,Leading with a key-findings summary and using explicit section headers.,,,,,,4,"Models process the beginning and end of long inputs reliably and may omit the middle, so putting what matters in a reliably-read position and making the structure navigable is the mitigation. Reversing relocates the problem to whatever is now in the middle, and an instruction does not change the effect.",D5 Context Management & Reliability
"Where should verbose tool output be trimmed, and why there?",multiple-choice,"In the synthesis step, since that is where the relevant fields are actually selected.",,"Before it enters the conversation, since compaction acts after the tokens are spent.",,"During compaction, since that is the mechanism designed to reduce accumulated bulk.",,"At the end of the session, since trimming earlier risks discarding something needed.",,,,,,2,"Trimming at entry prevents the cost rather than recovering from it — compaction and summarization both act after the tokens have already been paid for. Where forty fields arrive and five bear on the task, cutting at the boundary is the only mitigation that stops the accumulation.",D5 Context Management & Reliability
A customer asks explicitly for a person. What does the escalation design require?,multiple-choice,"One resolution attempt, escalating if the customer repeats the request.",,Acknowledging the request and offering a transfer once the case closes.,,"Honouring it immediately, without first attempting to resolve the issue.",,An assessment of whether the issue is within the agent's capability first.,,,,,,3,"An explicit request for a human is an escalation trigger in its own right and is honoured immediately. Acknowledging frustration while offering resolution is right when no request has been made; once it has, continuing to investigate disregards a stated preference the customer is entitled to have respected.",D5 Context Management & Reliability
